episode,reward,length,success,critic_loss,actor_loss,td_error,entropy
304,-105.0,106,1,12.858233997278148,-28.93552556240334,2.0941961036538177,0.48098301732877513
305,-213.0,214,1,11.2135068815529,-22.96442961302873,2.025837599674118,0.4181198824858554
306,-115.0,116,1,11.00388344560395,-16.58280642895863,2.207760654646775,0.41425909622219104
307,-132.0,133,1,16.733375393777003,-21.445626459847716,2.5558299157852518,0.497532293004425
308,-116.0,117,1,22.078328089417546,-28.418646490471996,2.355972208528437,0.5550922816062075
309,-178.0,179,1,15.567214750310512,-28.273072121862594,2.249785950729967,0.5258343298633338
310,-112.0,113,1,19.143892251985843,-22.592730393715666,1.9068199258989993,0.47088117346958774
311,-125.0,126,1,11.799520181187189,-24.00120783230615,1.8367072059994651,0.4238991492560932
312,-128.0,129,1,7.9956571853028375,-19.786791776501854,1.0574944370476775,0.38756691999444665
313,-102.0,103,1,9.470510272350438,-20.873854686334294,1.6065242730298088,0.3625291251007793
314,-136.0,137,1,9.298834884087182,-19.192475639555575,2.1810752562362783,0.3035014043868023
315,-126.0,127,1,13.378794045334198,-13.677335813289552,1.7533946750670906,0.21324467788061757
316,-130.0,131,1,8.876405472296668,-11.817883957433336,1.8009001680912862,0.24974593980849244
317,-335.0,336,1,3.212305644143877,-9.344187476140048,0.9596763196445647,0.1975907323261102
318,-169.0,170,1,9.316300124500499,-14.574304955145893,1.2342357859892004,0.30862073039307314
319,-217.0,218,1,8.302155685526428,-16.630163688981614,1.5567109781667727,0.27381827466941755
320,-192.0,193,1,7.488385357231703,-12.779782785652833,1.3908077212812986,0.30772255723958186
321,-154.0,155,1,13.379470604868802,-18.757991804807418,2.1576456500637917,0.358462754276491
322,-267.0,268,1,5.592503484552728,-22.93167762113596,1.396704773404705,0.4252961105319546
323,-145.0,146,1,9.62188810742921,-17.526512463207116,1.8949868581066394,0.44295804896583296
324,-140.0,141,1,14.748374005574865,-25.10013098370099,2.52937601982279,0.4364160199431663
325,-169.0,170,1,5.716822573087548,-18.628693258937666,1.4102223003611845,0.3681592110106174
326,-197.0,198,1,7.64536132665289,-24.12755202193453,1.7361984132516264,0.45284344775207114
327,-352.0,353,1,6.9526923084667835,-18.34349215722962,1.120569396626848,0.329459123176235
328,-167.0,168,1,7.319952060476983,-30.250959858387,1.5838565258752733,0.5908153147569725
329,-180.0,181,1,6.737185657271685,-32.80175947928956,1.6338010492904411,0.5844862975221312
330,-140.0,141,1,9.827617680999047,-25.256745764761106,1.8254341774798455,0.5513807869655021
331,-118.0,119,1,12.163299262826918,-30.09844093538132,1.8569632137522978,0.592602421005233
332,-101.0,102,1,12.247395152289434,-32.0907100190719,1.9536265204934513,0.532697234448849
333,-148.0,149,1,6.3238227792981165,-29.141043089580215,1.4801791658337484,0.4647327709518023
334,-143.0,144,1,7.794521691861316,-24.486581657909685,1.759998122851054,0.48698237186504734
335,-104.0,105,1,4.643203406882129,-17.77945599868184,1.7313561666579473,0.4624899535661652
336,-175.0,176,1,8.552979798393194,-20.29860899470408,2.0051367499611596,0.4458839903395115
337,-213.0,214,1,5.338972287120626,-26.611563601087187,1.5705452099024693,0.5727129059138699
338,-142.0,143,1,8.735942281203807,-31.15809483065472,1.6190946352231752,0.5717550648076759
339,-120.0,121,1,14.045871641077506,-30.216914586045526,1.8042687502774326,0.5366023557091301
340,-145.0,146,1,13.169809543593445,-24.12761239156331,2.237308188660504,0.4626735904930185
341,-169.0,170,1,12.974869552001644,-23.6362981421106,2.3929472642786362,0.5086380669737564
342,-146.0,147,1,12.336425583991463,-28.398640153764866,2.0004230291665004,0.5735797971917861
343,-169.0,170,1,16.43900798240365,-30.136378707254636,1.8063797726350672,0.5727857041227467
344,-176.0,177,1,7.170563365613133,-33.65352269922946,1.7013967481710144,0.5499162200396344
345,-118.0,119,1,5.526848403910594,-24.20692258497246,1.4998499605835987,0.4810746229339798
346,-107.0,108,1,11.190073351010344,-21.713317403776777,2.2645862720630787,0.4827589097225832
347,-206.0,207,1,7.864605656429644,-27.635471333160204,2.0044000131496484,0.5731496836558201
348,-204.0,205,1,7.931590948721022,-33.15286842250242,1.9682654869265672,0.5878673812783346
349,-125.0,126,1,11.51145529079215,-30.125415499366465,2.136302849603078,0.5340205501351092
350,-120.0,121,1,20.397552879369908,-24.27162755446986,2.512804378162731,0.5525188566116263
351,-188.0,189,1,6.975427161597908,-32.11327382937941,1.952986543140714,0.5894700465378938
352,-169.0,170,1,12.241490508077721,-35.20425890403635,2.4612325219547047,0.5580131857491591
353,-141.0,142,1,10.160419193522358,-37.04851359632653,1.9869367975584218,0.5518963768238753
354,-173.0,174,1,11.664134798571467,-21.888751183518732,2.3372576812217973,0.4851850450531333
355,-139.0,140,1,8.851426825642452,-33.16339823901653,1.6988858222961425,0.558546000426369
356,-168.0,169,1,12.868125096340107,-33.07595069195039,2.156077300303081,0.5005913389372755
357,-157.0,158,1,15.565103305829394,-32.00859220731485,2.2362823969201195,0.5142704707252074
358,-167.0,168,1,16.149598488315643,-22.491863852012017,2.6998069626944408,0.494368072432865
359,-175.0,176,1,16.782529899074277,-22.895879415710542,2.766591267152266,0.43033916576215153
360,-116.0,117,1,13.456740245374286,-21.449867384428654,2.376309174757737,0.4290509923783123
361,-123.0,124,1,10.813361267748874,-19.66551527705404,2.3080266214186147,0.4292515273536405
362,-125.0,126,1,20.594539239095795,-31.10550252182616,1.981686001732236,0.4926380477550011
363,-105.0,106,1,17.09410903730511,-25.983614366290706,2.252799052112507,0.46341869315870526
364,-199.0,200,1,7.473504346666741,-29.774286743588746,1.5740369319915772,0.4943617593497038
365,-164.0,165,1,11.437882872020463,-22.95029096553723,1.912380334102746,0.4505092680228479
366,-315.0,316,1,5.321521908533318,-26.34261934360183,1.6772554856312425,0.4532593416191543
367,-217.0,218,1,12.063455921177642,-25.70182653222609,2.0702592779737,0.4699093425185035
368,-177.0,178,1,17.02290339260676,-33.24544183700607,1.6993654015358914,0.416095983373064
369,-214.0,215,1,14.174425482505196,-25.974260517123135,2.0750743244969567,0.4386193063456652
370,-161.0,162,1,12.531025644830128,-20.624357650677364,2.314422807575744,0.39746410367481505
371,-275.0,276,1,4.832194914234434,-25.183388649229553,1.154289480568706,0.37359536656488973
372,-241.0,242,1,10.590171600147961,-25.211801866485068,1.390489026534656,0.3471882234073498
373,-500.0,500,0,7.203610864655929,-14.237566993832589,0.6901208877563476,0.1971779273673892
374,-500.0,500,0,11.461549422890762,-8.0070654733181,0.5854633178710937,0.12782208427786826
375,-500.0,500,0,13.852601341497852,-16.531469946563245,0.8554263000488281,0.22022145882621408
376,-500.0,500,0,12.769102177135297,-7.193335587322712,0.3982252655029297,0.05212308450229466
377,-500.0,500,0,12.9001670909822,-0.19042785722017289,0.3695800628662109,0.018152146592736243
378,-500.0,500,0,13.085083715815097,-5.097461539551616,0.4118658905029297,0.030767918901517987
379,-500.0,500,0,13.096153759464622,-1.418431664377451,0.36060638427734376,0.009657151551917195
380,-500.0,500,0,13.213448497537524,-2.3160597384013237,0.3602797698974609,0.007194039954803884
381,-500.0,500,0,13.32366599233076,-1.3491790021322667,0.35709994506835935,0.004192156790755689
382,-500.0,500,0,13.400586509551854,-0.015222093222662807,0.3439510498046875,0.0018888898964505643
383,-500.0,500,0,13.495950444344432,-0.017904609967023134,0.3413380889892578,0.002178027036599815
384,-500.0,500,0,13.581088018488138,-0.024538412922993302,0.3390545196533203,0.0028730548147577794
385,-500.0,500,0,13.658339247826486,-0.047333545122295616,0.33704339599609373,0.005065355190541595
386,-500.0,500,0,13.728099644489586,-0.08935679853335023,0.33519285583496095,0.008827228781767189
387,-500.0,500,0,13.986137840969954,-21.34220104071498,0.5300912628173828,0.28618019192665817
388,-348.0,349,1,18.836963423196377,-38.69953453814061,2.030467189143927,0.515661208434057
389,-217.0,218,1,16.855056211263967,-35.550984073942956,2.4129883127475003,0.48605007090426366
390,-184.0,185,1,28.41578276549038,-30.76940363323366,2.5998893943992822,0.48964182517013033
391,-164.0,165,1,26.067441947320052,-31.306166039452407,2.701411299272017,0.530463896420869
392,-102.0,103,1,45.10655778508127,-34.28304400143114,2.0129749705490556,0.45936189078300904
393,-98.0,99,1,30.884002938217513,-32.32541412566648,2.025611723312224,0.4470439135576739
394,-95.0,96,1,28.25216196149025,-29.604311627025407,2.350557009379069,0.4098503630763541
395,-88.0,89,1,18.286478074408773,-23.24860956427756,2.217193839255344,0.3991607709714536
396,-118.0,119,1,16.78027456312366,-25.842573466542483,2.6071340356554304,0.38357434788045763
397,-131.0,132,1,34.555325018782185,-26.328790816845316,3.0817864735921225,0.42308287223744573
398,-124.0,125,1,19.77363126986148,-20.904119028925894,2.9493778305053713,0.35819025325775145
399,-135.0,136,1,22.46641873229023,-28.134678379358615,2.6723181500154385,0.4321867541464813
400,-83.0,84,1,14.368476542971967,-22.20742209308914,2.0913517361595515,0.4109145903161594
401,-123.0,124,1,25.057851866713815,-19.40182417787371,2.955692768096924,0.392278958953196
402,-141.0,142,1,18.70425987060544,-25.349292650294135,2.8679113656702175,0.47052823579017544
403,-89.0,90,1,32.25863405436717,-28.25640371110704,2.179720645480686,0.4144625277154975
404,-128.0,129,1,19.60186162921997,-28.14693291265835,2.2174259304076203,0.41245560261399244
405,-167.0,168,1,25.91977111243683,-19.41547785140574,3.4699087540308633,0.4719687183165834
406,-101.0,102,1,15.165231268951674,-34.6243726272209,2.195155648624196,0.46366193561869506
407,-134.0,135,1,20.340073179284595,-25.266732850670813,3.002990867473461,0.45354549901352986
408,-144.0,145,1,17.01071105598801,-16.031393027511136,2.8205267412909145,0.3226495599438404
409,-145.0,146,1,10.860835532084097,-26.307483250147676,1.9231842511320767,0.39158146971300856
410,-108.0,109,1,12.06606184943246,-22.765245009999756,1.7748022341946943,0.3959965620429144
411,-100.0,101,1,16.036800061191183,-33.13122397602194,1.845304017019744,0.4668492201973896
412,-121.0,122,1,8.880646577126397,-26.908191226056363,1.8754161303160621,0.4754080352236013
413,-200.0,201,1,9.530614210878827,-29.6164267920143,1.3779661453778471,0.36066559160971523
414,-186.0,187,1,9.697811624016252,-21.74585910930353,1.3976850662639435,0.35517032410610805
415,-127.0,128,1,9.561349313206392,-33.84597903431859,1.812498077750206,0.3470937090460211
416,-135.0,136,1,6.740422926649711,-17.551673541174214,1.428461523617015,0.33116445802699995
417,-148.0,149,1,9.742483774412207,-19.39261144259632,1.382444221701398,0.3650538763718917
418,-149.0,150,1,9.940032870932095,-22.711629473368326,1.4256345876057943,0.2695611052711805
419,-172.0,173,1,7.3864581625860835,-15.736233099347594,1.6095381830469033,0.29405154717407817
420,-194.0,195,1,7.451096764028681,-14.416804496294413,1.4318616133469801,0.2582773950141974
421,-185.0,186,1,6.9618468002537615,-20.93005445831886,1.758315973384406,0.36369596001121307
422,-500.0,500,0,2.760695096799638,-8.776459543079138,0.6888274269104004,0.13326537672802805
423,-324.0,325,1,9.625409168173345,-12.694180696744185,1.3791981095534105,0.20364662854430768
424,-500.0,500,0,13.892032795179635,-1.103964323684573,0.40634402465820313,0.0245747464671731
425,-500.0,500,0,13.77141596987471,-1.2622686079889536,0.35074107360839846,0.03415817930735648
426,-496.0,497,1,6.792849722370938,-10.012017412834483,0.8373810136821908,0.16615314185769264
427,-92.0,93,1,17.036163829543042,-15.326885639299308,3.1200793943097516,0.3582490606093279
428,-108.0,109,1,18.09949560823248,-26.364236764814876,2.7269766177606147,0.4299922176047203
429,-102.0,103,1,31.7692289909453,-23.277409139767435,3.798527393526244,0.34538958026367483
430,-105.0,106,1,22.917608127533896,-16.551492387468418,2.986500122637119,0.3245055010225975
431,-81.0,82,1,28.515159421850978,-19.84051263559519,2.8278101246531415,0.3540080782344065
432,-113.0,114,1,23.292516777206625,-21.691251058850373,3.1690470879538015,0.31673286920576765
433,-156.0,157,1,13.716562167481834,-23.263844600647307,2.649204986110614,0.2925643369223282
434,-98.0,99,1,17.434798644799173,-10.716973743504948,2.9505891896257497,0.23848468625936844
435,-99.0,100,1,14.686222423853469,-15.877649407684803,1.8512196159362793,0.26308539375662804
436,-108.0,109,1,14.838432391290018,-14.681464397920928,2.8305984943284903,0.25521314027932807
437,-131.0,132,1,13.83064405415313,-13.847003744068472,2.2896543127117734,0.2313283824531192
438,-107.0,108,1,9.041867973572355,-15.596166261006147,2.1548274093204074,0.20417869598087338
439,-95.0,96,1,15.126975610489808,-16.72803143404114,1.4038833777109783,0.20765697645644346
440,-158.0,159,1,3.6493987949889406,-9.545242434984026,1.1454912191666897,0.21844844790702722
441,-120.0,121,1,6.300740466731185,-16.021394677029168,1.4898666980837987,0.23878129460841171
442,-114.0,115,1,8.946992168595772,-13.764423875445905,1.442193072775136,0.23292687762852596
443,-108.0,109,1,4.158563477424008,-12.800242186686315,1.208229196180991,0.2642788263806783
444,-94.0,95,1,6.110711321345604,-14.48474655110193,1.620029770700555,0.26256301403045657
445,-120.0,121,1,5.710441621584232,-20.217717058895047,1.4534537969541943,0.21368712777164112
446,-197.0,198,1,5.809606054333871,-6.593055712190842,1.357832954387472,0.15439190039166598
447,-83.0,84,1,13.621523782027431,-15.357249232408192,2.6450391496930803,0.16913664103707388
448,-304.0,305,1,2.0066170030031123,-8.762137487451318,0.7320035465428086,0.09319416657090188
449,-94.0,95,1,9.67044645360622,-7.517679607397632,1.7376492952045641,0.13616777918252507
450,-163.0,164,1,3.001044557945556,-8.412672801323735,1.050406211759986,0.11439123608047007
451,-121.0,122,1,4.233884537230879,-7.377372997087717,1.2221531985235996,0.1312135857507037
452,-101.0,102,1,6.307062465480675,-4.589912628818888,1.4786879595588236,0.1593965890351683
453,-81.0,82,1,6.622241928142812,-6.674077036878571,1.8464533875628215,0.1628196188021542
454,-121.0,122,1,4.2091067610537545,-6.954064002345492,1.4955666671033765,0.14010393735570986
455,-75.0,76,1,6.243606529517197,-12.429568878087785,1.8446984667527049,0.14385898845074208
456,-77.0,78,1,7.327695909418906,-5.765003608647161,2.181387020991399,0.12895016455784059
457,-64.0,65,1,10.82839317990561,-6.137114469076579,2.720240803865286,0.11601727548986673
458,-113.0,114,1,12.264386697383312,-5.976706840690193,2.386323889096578,0.12403510511738428
459,-168.0,169,1,6.848852353291148,-5.433705835101696,1.7871070839244234,0.11829690076961849
460,-102.0,103,1,8.412670249158394,-8.518455623432054,2.005434202916414,0.12763624538857382
461,-119.0,120,1,5.753791120863025,-10.971633955467647,1.6423090100288391,0.09570363086337845
462,-450.0,451,1,5.642079548384133,-2.8297306561749376,1.1348659043301499,0.06446795960054
463,-73.0,74,1,9.93837917039904,-3.381037644173547,2.2873504484021985,0.10420552004959334
464,-147.0,148,1,10.756735611095005,-5.253795986548318,2.2120180323317244,0.10254187544971402
465,-93.0,94,1,9.240688500067026,-7.193200165069008,2.317254030958135,0.07370823806032856
466,-77.0,78,1,9.92944545187474,-2.971556825573759,2.2836016783347497,0.09310497680846123
467,-106.0,107,1,11.743595778435104,-7.899170823079734,2.5499377139260835,0.11639262907746657
468,-72.0,73,1,10.656378208841389,-1.8432474099482372,2.2020075647798305,0.0657115469444288
469,-113.0,114,1,6.4083337617666345,-5.680727353364458,1.7233131224648994,0.086688860981284
470,-65.0,66,1,11.587814330947092,-1.9668624163746382,1.8464243628761985,0.08125180701696963
471,-77.0,78,1,7.129853879616862,-3.28806059804554,1.9384941626817753,0.06170850686537914
472,-74.0,75,1,5.502890870211025,-4.967992901548666,1.843622433344523,0.06306204644342263
473,-96.0,97,1,7.202542080625096,-4.878841016607206,1.9125467022669684,0.07414197819979534
474,-89.0,90,1,10.791028623496338,-3.333299354272377,2.388335853152805,0.06859646332450212
475,-75.0,76,1,14.441281377029986,-6.166019488456904,2.2460189430337203,0.06505511378207685
476,-97.0,98,1,7.286212093915496,-3.210258571989359,2.0247643687287153,0.06807014417397428
477,-211.0,212,1,25.879984002773714,-0.8253409834183261,3.8036698777720614,0.02194420176443978
478,-86.0,87,1,12.810598861693736,-2.3017263979190723,2.53192147441294,0.0636752959469269
479,-73.0,74,1,15.544770604078154,-4.116796147103447,1.971544343072015,0.059162925626780535
480,-73.0,74,1,6.8016879626949365,-4.899559359928291,1.7423066061896246,0.06304442413730195
481,-79.0,80,1,5.395082641557383,-2.033605650890968,1.7782741457223892,0.0575214795593638
482,-67.0,68,1,23.59819952634451,-2.390189517344184,1.8743990729836857,0.08279880204731051
483,-72.0,73,1,4.693828953879771,-2.335237774564183,1.5383832879262427,0.05877448293087009
484,-78.0,79,1,4.479157010299821,-6.861653472125955,1.5462609967098961,0.06986898613527795
485,-88.0,89,1,5.899913829769625,-2.8796141685556957,1.7966003819797816,0.04565382391486442
486,-64.0,65,1,10.912877809073185,-1.0177998733921694,1.5904036595271185,0.053098327243843904
487,-78.0,79,1,5.096354341765871,-1.5887323576320387,1.750649271132071,0.06394720495430918
488,-66.0,67,1,6.630512114403137,-1.4738351464716357,1.8458358850052108,0.05776465521541549
489,-95.0,96,1,10.249596596964693,-4.879101191819548,2.180770422021548,0.05669949852745049
490,-92.0,93,1,5.515663437607889,-1.262555908081272,1.7960781333267049,0.04428621161208358
491,-64.0,65,1,5.878180716544962,-2.670458637149288,1.7285819127009465,0.09352509509772063
492,-73.0,74,1,9.566207196876546,-1.2040527163299959,1.8876905699033995,0.05324428050929832
493,-86.0,87,1,7.361876087407742,-2.372550494979596,1.8393138085288563,0.05758497003337432
494,-90.0,91,1,6.006769433469194,-3.0049608950452,1.7854596651517427,0.07720674973513399
495,-70.0,71,1,4.867640601160352,-2.130865556437155,1.4355715630759656,0.08612603720434954
496,-71.0,72,1,6.8880454355571095,-9.891819123916017,1.6324134535259671,0.06928952154056686
497,-69.0,70,1,3.3905488744419667,-5.029234418938202,1.4459090437207902,0.057558379698145604
498,-79.0,80,1,5.055544503108831,-3.048172402882483,1.5706919431686401,0.0925344456336461
499,-91.0,92,1,6.375244288567046,-2.8427755854208954,1.7879000202469204,0.06195670217225004
500,-73.0,74,1,5.767576240174782,-2.6118397920367284,1.7889104082777694,0.0818199261305602
501,-87.0,88,1,8.23614169489751,-4.321583064233312,1.943936900659041,0.05868082700180821
502,-72.0,73,1,10.421797176881228,-1.4863428816913742,1.8175121986702696,0.05533660893098847
503,-73.0,74,1,3.732627544100585,-0.9598681691725662,1.414048125614991,0.05378235988413311
504,-78.0,79,1,4.869680824483262,-2.075096496945259,1.6839665461190139,0.061399976224815356
505,-72.0,73,1,4.305745637198999,-5.726997009139031,1.5245016176406652,0.06972593509860031
506,-97.0,98,1,6.526356689270814,-1.3170692544544533,1.861214997817059,0.057853857547101775
507,-77.0,78,1,6.571563661435786,-2.467833393564363,1.9294771934166932,0.06918197401906721
508,-71.0,72,1,5.07851175968608,-2.6356470756355623,1.6871284246444702,0.08083041787095782
509,-70.0,71,1,6.243594683396046,-1.5004666118003742,2.055704054698138,0.05657944338015792
510,-72.0,73,1,8.096992465989562,-3.4036917590052975,2.0233105388406205,0.08833608140671396
511,-73.0,74,1,7.588282712231818,-6.452740898688569,1.8559204178887445,0.09883947471295156
512,-78.0,79,1,5.892222874721253,-4.010947874588067,1.8081666366963447,0.08892132046549947
513,-72.0,73,1,5.60864639652204,-2.0854336322119384,1.7440124799127448,0.049245256547854374
514,-168.0,169,1,11.689465670650081,-3.5383500683812987,2.286421648849397,0.05026657068165096
515,-72.0,73,1,5.170938729722378,-7.6874034534119176,1.5940942241720957,0.11062008807473905
516,-88.0,89,1,14.202433389027176,-1.6018736737157646,2.5102078017224088,0.06445416881640055
517,-73.0,74,1,4.750346771711987,-1.3500507019414578,1.4973384222468815,0.05507710248521353
518,-89.0,90,1,7.771743544772431,-1.3913077677503074,1.9688431554370456,0.08139169395176901
519,-78.0,79,1,19.73290612917582,-1.9329067268526723,2.4197569663011573,0.05894318027303943
520,-66.0,67,1,11.204803564246056,-7.247356652045872,1.806724747615074,0.08477594732626606
521,-72.0,73,1,6.578111934785178,-4.771006927331144,1.6570400734470314,0.07591361127321748
522,-163.0,164,1,16.520747493317906,-1.860169448111797,3.0753547912690697,0.04176597987307326
523,-88.0,89,1,6.751214234328441,-4.813496876145998,1.7515330569127971,0.0769161051191557
524,-86.0,87,1,5.871050517199375,-2.8605191927274753,1.5833636097524357,0.10408480415500743
525,-223.0,224,1,6.580436398528507,-1.6444207166075233,1.7126201114484243,0.057509350789976973
526,-73.0,74,1,5.261197580598024,-3.860306102477291,1.5351962785463076,0.08251836347217495
527,-123.0,124,1,5.933809629945655,-7.222034268903606,1.6194630822827738,0.07458068143985715
528,-88.0,89,1,10.628135605642619,-1.6401227984807631,1.767453622282221,0.05413069788188663
529,-81.0,82,1,5.563559564747621,-6.467283321714892,1.4561741991740902,0.12335091607258995
530,-87.0,88,1,7.1083254380939085,-7.953779641771689,1.63629657571966,0.11551131780619141
531,-83.0,84,1,5.055365480406354,-3.0254487213481167,1.6468468734196253,0.06664169716670931
532,-103.0,104,1,4.296978193901116,-4.290320594309238,1.3746089064157927,0.07685140860177433
533,-96.0,97,1,9.699154076887746,-7.003774470376023,1.8773083441036265,0.08979201296670843
534,-80.0,81,1,10.56703942949326,-2.8798913067080263,1.7789876137250735,0.08264987582892731
535,-109.0,110,1,9.823595687421038,-3.114477488161488,2.041445593400435,0.05419648637233133
536,-74.0,75,1,4.812034406568855,-2.4507931255114577,1.402801767985026,0.06310115126582483
537,-91.0,92,1,7.4714715390335815,-1.6266404045340808,1.625468347383582,0.06344123887222099
538,-75.0,76,1,3.826072062006173,-2.730929090537278,1.2948575459028546,0.07198275982916943
539,-89.0,90,1,6.921914684627134,-1.3886866351162703,1.881431308057573,0.058152874409117636
540,-93.0,94,1,8.09968465150017,-3.2725000078616504,1.9909460341676752,0.08492982895311682
541,-80.0,81,1,6.980479492805898,-2.9066563310894975,1.8354591675746588,0.0717425061803725
542,-65.0,66,1,15.854944579649866,-4.046624621686836,1.6781979763146602,0.07983677403888467
543,-113.0,114,1,5.96250958754293,-7.151198666851167,1.641973102301882,0.12308854758004217
544,-75.0,76,1,4.338856829937676,-2.8036849327066817,1.484803977765535,0.0531601294826128
545,-75.0,76,1,3.8082768696354163,-4.213427901353785,1.5090650304367668,0.07782568119000643
546,-92.0,93,1,8.106775702563144,-2.6941471046327505,2.0388517225942304,0.07859080329897904
547,-94.0,95,1,6.352440548992691,-2.3953275773188674,1.8656224464115343,0.06252065334518096
548,-76.0,77,1,3.384648400680888,-2.6904855154019285,1.4767965403470127,0.10496746726612283
549,-85.0,86,1,8.336874550010814,-2.806892832405432,1.72313480598982,0.06345952600294855
550,-132.0,133,1,13.82930138802744,-1.2887980374717678,2.4331117106559583,0.054982913805073814
551,-72.0,73,1,5.424409372814969,-1.4604284360188327,1.7618375836986384,0.0769943956617419
552,-92.0,93,1,7.642154385005274,-4.236086350209731,2.0729902175164994,0.0691251975424107
553,-84.0,85,1,6.027632100891103,-3.641780540774412,1.7448175318100874,0.1234168530551388
554,-79.0,80,1,6.9792748642303195,-3.3273897599661724,1.9206902146339417,0.09722018614411354
555,-81.0,82,1,6.22125637660757,-6.627273987456247,1.717542694836128,0.11099811089679418
556,-111.0,112,1,7.754787760792851,-3.8226777409560913,1.9427584196840013,0.0982215265602073
557,-77.0,78,1,5.492879064929767,-6.983442852034782,1.584005973277948,0.08751389005770668
558,-84.0,85,1,9.15219244420638,-2.187981818747871,2.0226993560791016,0.07105282179134734
559,-94.0,95,1,6.518760302783094,-4.317414365436783,1.8877692059466713,0.07516694329188843
560,-72.0,73,1,7.617367450597581,-3.656339111495508,1.979160687694811,0.08076325705759738
561,-72.0,73,1,5.316098297256634,-1.6452304247179872,1.753738527428614,0.07986150598408628
562,-73.0,74,1,4.355975504225196,-4.475789401692817,1.4569868654818148,0.07391344628775039
563,-93.0,94,1,10.002779165862446,-3.85011995978594,2.0363054529149482,0.06959760879126793
564,-74.0,75,1,6.491363150488469,-7.061569224068274,1.9453430112202963,0.10932283157172303
565,-78.0,79,1,5.512825166679664,-1.076866850658479,1.7489940908890735,0.04702890444476204
566,-71.0,72,1,2.664093521895767,-3.2813778848568393,1.277678221464157,0.0826679233642709
567,-76.0,77,1,2.047346912224833,-3.6348265444212773,1.027958691894234,0.08976548607158777
568,-78.0,79,1,3.3421911948562757,-1.6029866169047648,1.2776909402654142,0.0732992145032445
569,-75.0,76,1,4.362628965810138,-3.4639786726681785,1.578149045768537,0.09348411556014694
570,-76.0,77,1,4.684549576360975,-3.6041564161000266,1.587999523460091,0.06754919778942675
571,-71.0,72,1,7.9645465288259505,-3.3562557257828303,1.5844415426254272,0.0707368841718158
572,-145.0,146,1,11.605344732865401,-1.3881141509548187,2.3402563219201076,0.04570893897381548
573,-71.0,72,1,4.328343638865691,-4.684532595890535,1.4197713153229818,0.05700791077429636
574,-90.0,91,1,10.442697132150407,-9.862529319974563,1.9324811972104585,0.1049605735710689
575,-74.0,75,1,9.951512049536687,-1.94302744068671,2.197432285944621,0.07393339924203852
576,-84.0,85,1,8.999272172524156,-1.5398447749917121,2.0763254277846395,0.05449047250508824
577,-78.0,79,1,8.657004807825212,-1.5612815259130601,2.3465852239463905,0.06328055460029576
578,-64.0,65,1,7.9179332092476,-3.358770873519377,1.9117419462937575,0.0740300755517987
579,-86.0,87,1,6.125138675001846,-1.8690154390225933,1.931233501982415,0.05252017524232553
580,-89.0,90,1,19.431285345887105,-1.71797684212862,2.9660568780369228,0.05076477834437457
581,-78.0,79,1,5.707565967924893,-3.089251646270999,1.920248858536346,0.054456924901732914
582,-89.0,90,1,7.207298191130394,-1.2075643891934305,2.011937220891317,0.05598108052638256
583,-81.0,82,1,6.732747727121999,-3.376344944390173,1.7485915160760648,0.10575374330552977
584,-87.0,88,1,8.384260282960234,-7.13453764030022,2.0881686583161354,0.10458887491735037
585,-63.0,64,1,9.00800037670706,-6.358436791197164,1.838198035955429,0.07303530881836195
586,-94.0,95,1,7.95577508303058,-6.824121745980933,1.934105039897718,0.08719214767119603
587,-63.0,64,1,2.890032613915537,-7.410402494299888,1.3529212828725576,0.08915475960384356
588,-85.0,86,1,4.312208188489231,-1.2247167698860297,1.577270746231079,0.05819642401657739
589,-93.0,94,1,9.113893752862072,-1.4187899874523282,1.8689325540623767,0.07066756341992779
590,-148.0,149,1,8.717138966940025,-3.009791042313883,2.1523867357497246,0.07354320915440885
591,-77.0,78,1,5.016567481890655,-3.1884463037937305,1.5517343985728729,0.06241260282098292
592,-77.0,78,1,4.847583342717441,-2.5619458824467776,1.5280147546376937,0.08245038606811506
593,-70.0,71,1,5.460744886573004,-5.409762843259492,1.5847016858382963,0.06120352838253996
594,-141.0,142,1,9.524025815448164,-3.211278001402757,2.0589533960315545,0.04270320341751819
595,-141.0,142,1,11.113695619873372,-1.3438014506418128,2.2646065631382903,0.04022051273799226
596,-84.0,85,1,6.623241374388282,-1.5950488375171143,1.7501001526327695,0.06001121064593248
597,-156.0,157,1,4.545910625950253,-3.8880229498508867,1.3689807964738008,0.052516279719876734
598,-84.0,85,1,6.35828325918547,-2.7548096389756265,1.6730436717762667,0.05840882452423958
599,-84.0,85,1,10.432636273456634,-2.0095899318694137,1.9672148241716272,0.0671797667602625
600,-106.0,107,1,5.2582346510411915,-3.9855830264582393,1.4980816083533741,0.10307114792848442
601,-326.0,327,1,9.314728400763133,-2.0896274050632178,1.7816237761704565,0.02243048448146916
602,-96.0,97,1,15.864126766557186,-5.024005907779732,1.9262616069046492,0.08709538145562078
603,-104.0,105,1,9.480599760373506,-5.703493133455604,2.0219005039760045,0.03653274232942966
604,-71.0,72,1,4.807574730275923,-3.5878653817409134,1.4035801490147908,0.06715192931167419
605,-79.0,80,1,7.756108243664494,-2.217812148964731,1.8928985118865966,0.04573576989059802
606,-98.0,99,1,5.173872037143376,-2.7497911888264084,1.0686665159283262,0.088477819484207
