episode,reward,length,success,critic_loss,actor_loss,td_error,entropy
56,-434.0,435,1,15.65719679374162,-16.42498400704614,0.5459275870487608,0.15702194812140247
57,-500.0,500,0,14.054198381688446,-6.209422238171101,0.3549336853027344,0.05015955605357885
58,-500.0,500,0,14.04098711218685,-2.070885618150234,0.3415756988525391,0.0362560052126646
59,-500.0,500,0,14.059267092149705,-3.884580680757761,0.33766842651367185,0.03420248567312956
60,-500.0,500,0,14.118657519176603,-3.4677940043509006,0.33736305236816405,0.013305128498002887
61,-500.0,500,0,14.103811418034136,-1.20143958568573,0.3273399200439453,0.007920593157410621
62,-500.0,500,0,14.13427682492882,-0.07415541612356902,0.33250274658203127,0.007304393927566707
63,-500.0,500,0,14.12722320765257,-1.1717036656662823,0.32851190185546875,0.010361534039489926
64,-500.0,500,0,14.145067120611667,-1.2418714111372828,0.32575360107421875,0.007280693512875587
65,-500.0,500,0,14.17308717713505,-0.040990457236766815,0.332295166015625,0.004387986517045647
66,-500.0,500,0,14.155104176644237,-1.0756088765487075,0.3256453094482422,0.009064883005805314
67,-500.0,500,0,14.206516603730618,-1.4248485928662122,0.3316413269042969,0.0030522638005204498
68,-500.0,500,0,14.188692054558546,-0.024157322235405444,0.32315533447265626,0.002697334371507168
69,-500.0,500,0,14.204085617553442,-0.03690261974185705,0.32275947570800784,0.003913371140137315
70,-500.0,500,0,14.217764453765005,-1.1008000828251243,0.3233965454101563,0.008121985102072357
71,-500.0,500,0,14.229592867337168,-0.05675262477993965,0.32210394287109373,0.005712255503050983
72,-500.0,500,0,14.248863148577511,-1.1077205350399018,0.32433001708984377,0.010313376375474036
73,-500.0,500,0,18.67497679235786,-3.2331460061967374,0.5566261405944825,0.050984573877416554
74,-88.0,89,1,78.70958566606592,-16.922154009760767,1.2085114382625965,0.16697893181836673
75,-132.0,133,1,49.31186884135372,-23.238556220343238,1.0848389245513688,0.2504629532323408
76,-111.0,112,1,64.00383423777541,-24.243118940054305,1.2915633746555872,0.18479068324502027
77,-132.0,133,1,42.92585850952463,-11.179799587318772,1.02355870985447,0.14938867722350851
78,-155.0,156,1,33.115980065779205,-11.653587116071812,1.428827872643104,0.14919267568546227
79,-112.0,113,1,61.44715884075999,-17.063655372478266,1.3749923706054688,0.1877312398457949
80,-127.0,128,1,24.514327405233416,-12.757643696037121,1.1907092928886414,0.15929388348013163
81,-120.0,121,1,36.305407215248934,-16.114866496610247,2.5944120548973397,0.14025510633595226
82,-145.0,146,1,76.31630525312526,-10.155320610187642,3.262485491086359,0.14699725125444263
83,-248.0,249,1,23.851768603149136,-19.6731263560703,2.5764518454371688,0.28641717528632604
84,-199.0,200,1,27.89904154093383,-32.765931962039325,1.310801010131836,0.33214208254823463
85,-186.0,187,1,33.99028382946415,-16.686529342304258,1.0344613223152364,0.24931933081654065
86,-203.0,204,1,18.399740859108586,-24.303452196037945,1.173798635894177,0.23883880358006732
87,-175.0,176,1,48.13802488539593,-13.581952978010206,2.4159982312809336,0.15987890311093492
88,-133.0,134,1,47.75553520278894,-7.547096684797486,1.755082315473414,0.15316904402240666
89,-127.0,128,1,47.80324285590177,-14.966048032045364,1.9329054653644562,0.1616315217470401
90,-174.0,175,1,22.58286386605086,-20.14154450708202,1.7813906642368862,0.25303897370717354
91,-207.0,208,1,51.197750888343975,-14.533216028214575,2.4195533899160533,0.2355535988060113
92,-425.0,426,1,23.89870350408513,-33.305933334615446,1.6001342988350022,0.4465057720067286
93,-288.0,289,1,24.490496132881333,-21.496744033787078,1.7691158439873824,0.2222924729854281
94,-158.0,159,1,36.90006227844904,-10.614181367200125,1.632658136715679,0.17562020053419303
95,-174.0,175,1,37.80839501032905,-13.527865510242325,1.8698756190708705,0.1902315386065415
96,-158.0,159,1,27.578174608370432,-13.771544309157246,1.4936597572182708,0.186067859226334
97,-268.0,269,1,18.370511798955178,-21.66186412382303,1.1238291573790369,0.22478717094681963
98,-490.0,491,1,8.999924898173782,-7.375361400047534,0.7330280078647093,0.11086629522687427
99,-105.0,106,1,59.477599678528144,-11.755873956770268,2.093805097184091,0.19662168443659847
100,-171.0,172,1,57.17386422137937,-12.848110407071058,2.7603242120077445,0.2016803991309432
101,-81.0,82,1,45.69382158109475,-10.909237370440145,2.2378079484148725,0.18244626906859437
102,-104.0,105,1,46.21539610856922,-8.845841545718057,1.9859212966192337,0.20996116351868424
103,-92.0,93,1,63.92339635922283,-16.467692725120052,2.4451797649424565,0.21593344888539726
104,-103.0,104,1,48.242334531454475,-16.56937790576082,1.667448483980619,0.2666365996074791
105,-125.0,126,1,31.651859784009588,-16.037978247990683,2.2094180697486516,0.27250314892698374
106,-94.0,95,1,30.82623261737049,-16.27522564859767,2.243831393593236,0.23502503106076467
107,-94.0,95,1,23.3382243408748,-19.690262677167592,2.1719702469675166,0.24023734412499165
108,-107.0,108,1,29.11324669050885,-13.490075886870423,3.0902355865195945,0.22986527898831777
109,-119.0,120,1,42.33521573765708,-15.496409603953362,3.7958731770515444,0.18863228866830467
110,-118.0,119,1,26.7559066799121,-21.953603855702056,2.5257908316219555,0.2246925234481567
111,-123.0,124,1,45.027808208104915,-11.684463741197701,3.1138399185672885,0.18844022980380443
112,-112.0,113,1,40.181854690977296,-10.903064170506148,2.6601622589921528,0.16436515947952207
113,-134.0,135,1,36.19886876044933,-8.784999219576518,2.4150614985713252,0.1770114241098916
114,-88.0,89,1,54.08140743628479,-12.823518732458018,2.1915698962265187,0.20554022698171354
115,-132.0,133,1,31.310372989064106,-17.16520448510808,2.2769233588885545,0.21081026828378663
116,-122.0,123,1,43.88039139050676,-7.60502746265109,2.1137032857755336,0.16903442786476477
117,-183.0,184,1,31.595869981578765,-13.818047445105469,2.8490270117054814,0.14328602565776394
118,-124.0,125,1,33.71214049284207,-11.705305444955826,1.9929959106445312,0.1932116539478302
119,-132.0,133,1,34.24195977137424,-12.878673954005528,2.6333456828181907,0.2034961082097283
120,-112.0,113,1,36.278192494643555,-9.890780875376896,1.846460899420544,0.22555146564160827
121,-119.0,120,1,40.27009836094609,-12.826289187495908,2.486089897155762,0.210193890814359
122,-108.0,109,1,21.914896551776494,-9.620997776678943,1.4453789247285336,0.2415352370077317
123,-86.0,87,1,43.89132127916205,-13.7899535409678,1.9762128632644127,0.25095065023707247
124,-110.0,111,1,24.630408143796664,-15.725715186413344,2.3708744736405105,0.21636403281543706
125,-123.0,124,1,26.821975664989534,-10.392211317775711,2.204292481945407,0.1936468696522136
126,-121.0,122,1,25.542191514117953,-10.521349762795401,1.973507146366307,0.20151227230175597
127,-167.0,168,1,23.325630200635974,-14.688280512357043,2.6334310372670493,0.1998286569890167
128,-130.0,131,1,11.699548099902707,-11.024026007597683,1.7480349504310666,0.22459884377495024
129,-120.0,121,1,18.474057955538452,-16.640945188639577,2.019760289468056,0.19487085455089562
130,-148.0,149,1,10.299342009272104,-10.063188959988171,1.7663477507213619,0.19770879365953822
131,-130.0,131,1,26.345233934293393,-12.834617293518008,1.8228642121526122,0.25263511523149396
132,-125.0,126,1,27.12180513240968,-18.034145580397713,1.5950728825160436,0.279237188546667
133,-163.0,164,1,19.23424684744195,-15.467808991398027,2.160367512121433,0.21734156336907934
134,-143.0,144,1,28.394428598460966,-15.759126539238625,1.9164028962453206,0.1902181243058294
135,-232.0,233,1,13.425057378173179,-3.402109581641373,1.520597777141522,0.12793962820533009
136,-164.0,165,1,20.255077633851872,-11.969980986371185,1.8829718618681937,0.1779238113625483
137,-123.0,124,1,25.16434190262789,-16.40982577348909,1.255140181510679,0.24894126048011164
138,-134.0,135,1,13.806172306187607,-7.269835436344147,1.4565419232403791,0.2112594553441913
139,-147.0,148,1,14.613852713570925,-14.634872421420908,1.812127010242359,0.21644324819381172
140,-119.0,120,1,27.48590894496689,-11.556951328366996,3.1763020515441895,0.194915776544561
141,-149.0,150,1,28.58957457438926,-12.546351212263108,2.4160479482014976,0.22715624059240022
142,-139.0,140,1,17.08339170801129,-10.089647712664945,2.120677103315081,0.22089702023991517
143,-137.0,138,1,22.31058804003144,-13.462871083098909,2.573705852895543,0.20517069452266762
144,-123.0,124,1,19.20537493210624,-13.78031472549323,2.074890567410377,0.18660883662561256
145,-126.0,127,1,19.31102004251626,-11.866954491129071,2.0465923669770008,0.20848569312081563
146,-202.0,203,1,20.230090001976492,-6.243669286663897,2.096523646650643,0.15954307219004396
147,-107.0,108,1,30.780701790168813,-10.608067790667215,1.7267171365243417,0.20438857866382157
148,-133.0,134,1,31.208300320184097,-10.139467958082903,3.200936687526418,0.2386409850763296
149,-304.0,305,1,5.137740245790671,-11.622909665107727,1.134063301711786,0.21701707024066175
150,-321.0,322,1,10.104995915770346,-7.352824164103277,0.9779829060809212,0.18897288242898744
151,-142.0,143,1,23.160143849733398,-24.355319495801325,2.6649984479784132,0.3939983392512048
152,-150.0,151,1,15.46018145965383,-18.84268400309891,2.503983781827207,0.3194074778762085
153,-182.0,183,1,11.821450669838807,-14.401984976940467,1.7070846140710383,0.2865214152007155
154,-224.0,225,1,19.322358596903634,-30.20859109269248,1.7862180752224392,0.4302887238396539
155,-188.0,189,1,13.529102354100413,-20.090300066761237,1.79504642789326,0.3489839492966889
156,-228.0,229,1,8.101625521864865,-13.521720827927236,1.938822429773589,0.30841956765891165
157,-153.0,154,1,8.592177457760116,-21.315597392908938,1.7451310962825626,0.32779329623301307
158,-134.0,135,1,23.452043255144318,-25.16250054615515,1.9763445253725405,0.31102599733405645
159,-153.0,154,1,24.289759270872544,-16.20182779779682,1.8168798174176897,0.35600291231235903
160,-199.0,200,1,8.282467287551263,-23.394840806126595,1.616383399963379,0.40378101885318757
161,-153.0,154,1,24.975155915817027,-23.97757240588015,2.077739282087846,0.3378320781925282
162,-359.0,360,1,10.509681629302333,-21.97965853114923,1.3989270846048991,0.39774102220932644
163,-294.0,295,1,14.844816956918399,-22.82006999638121,1.8917138180490267,0.3522301331541296
164,-193.0,194,1,14.117200863542223,-21.320083223667343,1.9535900981155867,0.26686612155634104
165,-162.0,163,1,17.848890119097252,-16.265738069279795,2.0942909849201974,0.2083996817515306
166,-132.0,133,1,21.778680815880058,-14.21377779980351,2.001932732144693,0.19619066088943554
167,-122.0,123,1,22.531110462835777,-8.441286758921011,2.0529245826287,0.18503829697525598
168,-131.0,132,1,12.582131062268287,-18.01964548659144,1.6055693192915483,0.21850272009826519
169,-159.0,160,1,19.835562687424773,-12.553335851803421,1.9560825109481812,0.20945602286374196
170,-126.0,127,1,10.998594833536103,-14.13615766308439,2.044697333508589,0.20169893408736844
171,-129.0,130,1,23.800668239073218,-13.88301110107165,2.0226916826688326,0.20530475807877688
172,-147.0,148,1,8.912741721127924,-18.566341406086813,1.5655791437303699,0.24441237508545857
173,-116.0,117,1,22.296723857383206,-9.712531756641518,2.102425730126536,0.23312924009485123
174,-126.0,127,1,14.157802960692399,-18.926010053340843,1.8872752752829725,0.24833524062877566
175,-133.0,134,1,15.01976750694509,-10.562002358374311,1.9704673397007273,0.2363895831713036
176,-106.0,107,1,20.289870872186217,-18.433242535758243,2.2900830206469953,0.29164234162351793
177,-86.0,87,1,24.306049724034537,-13.936454378325363,2.372405567388425,0.24880218916925892
178,-87.0,88,1,46.653904730208026,-22.93276562744921,2.940577420321378,0.21833031489090485
179,-129.0,130,1,18.027612331498844,-11.962069907096716,2.3346854283259466,0.2106942679016636
180,-137.0,138,1,10.498643616501216,-14.72233011400786,2.137690682342087,0.24021113261688445
181,-115.0,116,1,30.17291921923431,-14.966735544389692,2.5102340435159616,0.2046701322984079
182,-81.0,82,1,41.5195406135626,-10.84880544245243,2.5710907215025367,0.22624283951775329
183,-88.0,89,1,19.76556792726552,-6.762665679615535,2.236903115604701,0.19984866783357738
184,-114.0,115,1,24.527802852045685,-24.909783714880113,1.9309788579526155,0.24343055159501406
185,-126.0,127,1,19.212775876430253,-12.84561302119822,2.570925539872778,0.17272070688232194
186,-110.0,111,1,12.589972299866606,-9.60125058486655,1.844629734486073,0.20376800081214388
187,-125.0,126,1,18.265682895198033,-7.059141435261283,2.63678164709182,0.15510907176408975
188,-152.0,153,1,15.076217800406571,-4.966277413532819,2.629307651052288,0.19769870898887223
189,-108.0,109,1,16.426714785427492,-9.746303700662533,2.1527295068863337,0.18881098222021664
190,-96.0,97,1,17.477277887557854,-14.076124181452485,2.1445530173704794,0.2757565765881661
191,-82.0,83,1,26.295341264944614,-7.991114957864026,2.818800730877612,0.23091952327683749
192,-65.0,66,1,55.48520494114156,-12.346706107258797,3.6744253563158438,0.199835228564387
193,-131.0,132,1,29.846574786579534,-9.419610927840978,3.4038440386454263,0.25646723039222485
194,-81.0,82,1,11.64730607879791,-10.997479397349242,1.5059121759926402,0.23797075575353896
195,-103.0,104,1,13.861946890643313,-12.556509497790383,2.1457106333512526,0.22206314323613277
196,-73.0,74,1,18.53324227362267,-8.915808978515702,1.6135934881261877,0.23792275315704378
197,-113.0,114,1,13.251580751043532,-6.670390898982684,2.5266499153354713,0.22767681826984412
198,-87.0,88,1,8.961784765918061,-12.092194423841482,1.819772178476507,0.25650511957197025
199,-63.0,64,1,21.96274789856693,-9.915958465542644,1.9979420900344849,0.20744568860391155
200,-92.0,93,1,16.350706189174847,-11.022977286449043,2.0391770332090315,0.23531899061454561
201,-101.0,102,1,9.215605105516671,-10.048301954625869,1.8093850752886604,0.2740937126252581
202,-76.0,77,1,32.65321249626849,-12.655999883428796,1.877024712500634,0.29336271884960013
203,-133.0,134,1,14.897096558078713,-12.154866525152727,2.190824551368827,0.2824470875923758
204,-124.0,125,1,8.493243854984641,-10.10033057832718,2.093558395385742,0.3352586291879415
205,-92.0,93,1,12.342957052297049,-16.75981652512345,1.8158893175022577,0.33476178420166813
206,-277.0,278,1,13.906175865296397,-19.005327956657187,2.2812162509067453,0.45918527953058697
207,-500.0,500,0,9.093175856266317,-27.94365008223057,0.9994239654541016,0.4385157910622656
208,-146.0,147,1,10.08207248333528,-27.769962138464663,1.7828799656459264,0.4261327209521313
209,-114.0,115,1,15.45982795153623,-17.77373848389024,1.8688878598420515,0.3684007272772167
210,-97.0,98,1,31.537681067583378,-16.024533094039985,2.302868122957191,0.29424471250374096
211,-223.0,224,1,13.618923993842534,-10.78586081022929,1.9421645317758833,0.1489515443349124
212,-79.0,80,1,22.0363887649175,-10.849984215572476,1.958515429496765,0.22552488655783237
213,-95.0,96,1,6.624193104264123,-14.188012500759214,1.6350180606047313,0.22115912331112972
214,-80.0,81,1,15.805466153295308,-11.537058769368832,1.9239844333978346,0.23185716916657526
215,-85.0,86,1,6.974273580542209,-16.081910749334234,1.39319717052371,0.21804067488153314
216,-76.0,77,1,6.366787429065927,-9.679355380113249,1.7914309192013431,0.20001501967380572
217,-82.0,83,1,9.225704036596937,-12.529402123248003,1.7969737684870342,0.19390151701328984
218,-81.0,82,1,7.7056051982359435,-8.456536749514138,1.7870824860363472,0.20198789959001104
219,-101.0,102,1,8.59444237705069,-11.359015914118466,1.9968626779668472,0.22263234453823635
220,-88.0,89,1,6.170375697777948,-9.805767116921672,1.4849470760045427,0.26300598513544277
221,-117.0,118,1,13.10612669925381,-11.262387055209128,2.231974925025035,0.2447980756603055
222,-117.0,118,1,9.861602233432261,-12.554176458552227,2.0224550699783586,0.184013026640198
223,-94.0,95,1,9.420600799662306,-7.712452841510898,2.024824463693719,0.20818605299450849
224,-113.0,114,1,14.210390920801856,-6.355047019035147,2.1863609280502585,0.18391994396714786
225,-86.0,87,1,11.374503904135347,-11.127650970357587,1.8094889980623092,0.23244228582272583
226,-85.0,86,1,6.184178980214245,-10.839066080229227,1.876123777655668,0.23389783053290705
227,-71.0,72,1,11.51263411480876,-6.108933297813767,2.476352095603943,0.18038134820138416
228,-142.0,143,1,6.774998326826262,-6.686693866248731,1.693584105351588,0.1747403809136444
229,-66.0,67,1,26.316158439503823,-9.791799072454225,2.38058141452163,0.23838705752990139
230,-500.0,500,0,13.915026148787852,-23.95657162001729,1.9226443557739257,0.5122802844941616
231,-119.0,120,1,16.56806736946067,-8.015920913522132,2.8366453369458515,0.15837580123916267
232,-165.0,166,1,7.164704230498994,-2.0652633020317697,1.7975522064300904,0.10958233660827559
233,-85.0,86,1,21.154593845163365,-10.100904221364924,2.274124589077262,0.20528713219560857
234,-94.0,95,1,6.682943415611303,-16.012899032548855,1.5764775828311317,0.22613716196072728
235,-78.0,79,1,10.483029157282855,-13.333380471679229,1.8472817819329757,0.24158566695036768
236,-86.0,87,1,12.041803830397589,-14.35367359032576,2.165157745624411,0.2301763298696485
237,-84.0,85,1,16.64297719723819,-12.110472802028937,2.3447163076961743,0.21494024382794605
238,-76.0,77,1,13.46672128087708,-13.064796862083597,2.450407313061999,0.1895152001411884
239,-141.0,142,1,5.218020393903073,-8.198866999839288,1.4084239274683132,0.17170183994138324
240,-111.0,112,1,6.5542732791006655,-7.8667990439155675,1.9600944332778454,0.17382559291685798
241,-500.0,500,0,8.429433535465504,-1.736656594708562,1.135474220275879,0.052348477408289906
242,-108.0,109,1,17.868682288675817,-10.379610290494535,2.908277371607789,0.24591027336929916
243,-65.0,66,1,40.975474096242,-8.842273336242545,2.805582046508789,0.19403584174473176
244,-235.0,236,1,9.13695581526264,-4.3743586797779965,2.110793775926202,0.1127922108902012
245,-122.0,123,1,14.610752437822143,-7.893333287955057,2.606229053280218,0.1797434287221451
246,-88.0,89,1,10.32319808277312,-7.363311554859863,2.308997239959374,0.20323730408726784
247,-197.0,198,1,13.060541703632087,-11.904018415862488,1.7455111850391736,0.12035458838811727
248,-408.0,409,1,12.304239678657716,-3.4506213897452085,1.3792087163202338,0.05406596460823689
249,-500.0,500,0,10.158690760545433,-1.9092952664867044,0.4502679138183594,0.009487261896021663
250,-500.0,500,0,9.521678628399037,-1.9761603012382984,0.4829960174560547,0.02568136812373996
251,-500.0,500,0,11.72168179397285,-1.085002350643277,0.4142142791748047,0.002667445791652426
252,-500.0,500,0,11.99126391711831,-0.0183463685028255,0.3859360504150391,0.002266676094615832
253,-500.0,500,0,12.274466419152915,-0.025469306848943232,0.37648687744140624,0.0029779960345476864
254,-500.0,500,0,12.661266985550522,-0.03307071252167225,0.39036610412597655,0.003724414914380759
255,-500.0,500,0,12.646184575632214,-0.060209307953715326,0.3648334503173828,0.006240811169147492
256,-500.0,500,0,13.681049291133881,-2.386435874648392,0.44773858642578124,0.025921914545819165
257,-500.0,500,0,13.40539285928756,-1.7175853227376938,0.41752975463867187,0.0199240885078907
258,-476.0,477,1,7.3025767910861665,-3.691213785586742,1.077506925075059,0.053255033462583645
259,-202.0,203,1,43.305904006285836,-8.232686453118113,3.265267423808281,0.13399534637631455
260,-127.0,128,1,31.46109033634832,-10.894439021329163,2.8802172243595123,0.1746784584465786
261,-297.0,298,1,8.997766298942944,-4.721526382015956,1.4488715677453368,0.07796605478897191
262,-229.0,230,1,11.326919929455439,-9.631052701167114,1.2123984295388928,0.05369351576082408
263,-500.0,500,0,12.667083979215706,-0.0424315288439393,0.37340211486816405,0.004732285796664655
264,-500.0,500,0,12.878518332641573,-0.03327582730725408,0.36879310607910154,0.0038705849554389717
265,-500.0,500,0,13.019712197255343,-0.048573223304003474,0.35540591430664065,0.005327908959239722
266,-164.0,165,1,14.1871268522012,-3.1366071269141904,1.7305507313121449,0.06256221141666174
267,-145.0,146,1,20.839907590526398,-3.193811013580185,2.4135511868620574,0.09672561250244306
268,-112.0,113,1,17.248156690770713,-6.776368803072688,3.179290197591866,0.09099093011984255
269,-87.0,88,1,21.927208665246575,-7.567348202330653,2.814356803894043,0.12979761535957965
270,-137.0,138,1,13.914353054451277,-3.861753835963706,2.019020864928978,0.11506221764990925
271,-500.0,500,0,12.916777290057274,-1.0770878852009773,0.4033579864501953,0.008623202556744218
272,-310.0,311,1,9.929894455764337,-4.303784086416892,1.468622968127873,0.07434930001127973
273,-500.0,500,0,13.17028172212781,-0.029944033747538925,0.3729043426513672,0.003431296404451132
274,-219.0,220,1,8.532964096474727,-3.642249888177453,1.3833426822315562,0.08252266776980832
275,-500.0,500,0,13.32996777853684,-0.0257474774569273,0.36686956787109376,0.002956629719119519
276,-500.0,500,0,13.5085579089073,-0.037035253435373304,0.35311676025390626,0.004005610967520624
277,-500.0,500,0,13.628115723291412,-0.03715852057561278,0.3401195983886719,0.00409312841668725
278,-500.0,500,0,14.06833686236851,-0.7723626973256469,0.3767274932861328,0.021536572831682862
279,-146.0,147,1,26.999540720737244,-12.66300351441312,3.212830284014851,0.2242810056373781
280,-123.0,124,1,25.022093013393217,-13.665758098806105,2.4006982926399476,0.1814919407930105
281,-156.0,157,1,19.73130582656658,-12.138387633546902,2.6840838900037634,0.28412534705819975
282,-294.0,295,1,12.507574806369247,-13.260688325522814,2.423852571390443,0.2878222706806609
283,-192.0,193,1,18.935902425958087,-10.80805081777622,2.8278700280065983,0.19085743135430033
284,-119.0,120,1,21.007179733313873,-10.28392675879101,2.1597049395243326,0.27138360200915485
285,-112.0,113,1,18.112635810500468,-17.807896020401895,1.9033333601149838,0.2939527075144306
286,-169.0,170,1,5.141369321520838,-12.283454107449336,1.4674920446732465,0.22708606921574648
287,-143.0,144,1,8.349000496141445,-11.610615047884899,1.443871299425761,0.23104758990100688
288,-164.0,165,1,10.394135240547598,-13.303130487555807,1.644451904296875,0.22143741066031383
289,-163.0,164,1,11.433766697500776,-9.761763793030163,1.5587444538023414,0.24020135223229483
290,-92.0,93,1,12.859426230507163,-14.567128717899323,2.269880848546182,0.22650178389683848
291,-99.0,100,1,27.990265840180218,-18.7595609793067,1.6420315170288087,0.17139590956270695
292,-125.0,126,1,6.656476368771456,-10.564287287907469,1.65302122206915,0.14670757881350935
293,-111.0,112,1,6.851985837512335,-8.976093008914697,1.5949384995869227,0.17935872091246502
294,-311.0,312,1,4.0249455535604515,-4.244868998033687,0.6022023787865272,0.06152816986044248
295,-500.0,500,0,12.153776308881119,-0.9792661936879158,0.421625244140625,0.014082980701699853
296,-500.0,500,0,12.191476387753617,-0.18172689041495324,0.39688294982910155,0.017144478134810924
297,-388.0,389,1,6.187284477673959,-4.394171716429887,0.7070918242545238,0.08595916924275132
298,-192.0,193,1,6.982865003332401,-8.451885763536463,1.3148794025954804,0.22575967556222734
299,-132.0,133,1,21.344588155414,-16.32686827460626,2.4475829762623724,0.351613894441074
300,-125.0,126,1,10.796979972383095,-22.19009982120423,1.992480580768888,0.4310462021875003
301,-140.0,141,1,12.545223009610051,-22.231235912082887,2.1126104990641275,0.552065409878467
302,-184.0,185,1,14.15521052604033,-28.20029956037934,2.7821555988208666,0.5661959454618596
303,-239.0,240,1,13.38168102288546,-23.070514453947546,2.096158488591512,0.4432242125738412
