episode,reward,length,success,critic_loss,mean_abs_td_error,entropy
160,-159.0,160,1,23.222551901991572,1.2816576719284059,0.11926398411160335
161,-152.0,153,1,11.7506394093526,1.4875466091180938,0.0989874327810956
162,-165.0,166,1,17.239715525298468,1.484166133834655,0.09707316650773387
163,-148.0,149,1,10.147454208408048,1.3427893363389394,0.10017776221736965
164,-125.0,126,1,30.10341645057899,1.8633177015516493,0.09900545311485609
165,-168.0,169,1,26.437939797522663,1.962032792130871,0.10668710183859224
166,-147.0,148,1,18.569752981559045,1.3156236184609902,0.10869186152578206
167,-157.0,158,1,13.015218892249392,1.4983290177357347,0.11229111589167173
168,-135.0,136,1,12.628159691500032,1.4227175151600557,0.10043361801345942
169,-134.0,135,1,11.543088990598227,1.3174830118815104,0.06864402764994237
170,-227.0,228,1,40.340039182058895,2.8579672240374383,0.08814243783586119
171,-121.0,122,1,27.121896736011326,1.6788733748138929,0.08687662423328786
172,-184.0,185,1,33.54417831746364,2.9883759369721283,0.07250513348829102
173,-118.0,119,1,28.98013304198208,1.5743138609814042,0.07213468693916787
174,-136.0,137,1,14.88748206715499,1.349235117000385,0.09295908659934508
175,-146.0,147,1,8.080228627644432,1.3651601441052494,0.06997491807366411
176,-146.0,147,1,7.458996587200288,1.3221419587427257,0.0808144018060344
177,-195.0,196,1,10.212722222492983,1.371092718474719,0.08566926993852557
178,-117.0,118,1,16.95446654828512,1.8014527337025787,0.24569114045066348
179,-127.0,128,1,26.009881399768346,1.9972822070121765,0.27187061513450317
180,-224.0,225,1,8.466503989674772,1.6388480716281466,0.11532500679035568
181,-130.0,131,1,16.58066420423983,1.5967998941436068,0.2599015112465091
182,-111.0,112,1,21.432418191795087,1.9823502472468786,0.28529480559674475
183,-112.0,113,1,26.45697910511924,2.278322692465993,0.35931318654499506
184,-97.0,98,1,20.71527283265355,2.4541172105438855,0.3399488747533297
185,-142.0,143,1,21.607308938960102,2.7041301460532874,0.39622599353209476
186,-138.0,139,1,12.601110428447749,1.6319148660563736,0.24857452433311764
187,-134.0,135,1,14.606349039137692,2.1777025858561196,0.37591554136015476
188,-85.0,86,1,20.87688536798381,1.8199056581009265,0.34831079765396233
189,-172.0,173,1,27.8846659714957,2.9518756204946883,0.43217301899648
190,-180.0,181,1,13.263858894820746,1.7230668884614555,0.3642388702815949
191,-112.0,113,1,16.059123115168227,1.8387073921946298,0.333769067748969
192,-127.0,128,1,17.518485703430997,2.105976104736328,0.36091084286181285
193,-135.0,136,1,22.093613369808093,1.8397640059976017,0.38807376320148573
194,-118.0,119,1,14.512275866073475,1.742177177877987,0.33498377164144916
195,-89.0,90,1,24.676165378549193,1.7712964375813802,0.381313538696203
196,-124.0,125,1,16.44757203120389,2.105151840209961,0.37823821120429785
197,-107.0,108,1,14.65489058545912,1.4401706059773762,0.40374507261084447
198,-110.0,111,1,19.049601467013876,1.8839989739495355,0.4088425084682148
199,-75.0,76,1,19.712596854982333,1.661127993935033,0.37200667372273627
200,-101.0,102,1,27.998727573341647,1.8733560898724724,0.3612402493497083
201,-173.0,174,1,15.42604224764188,2.1476528891201676,0.39405205981449987
202,-113.0,114,1,11.916635588253644,1.3748754367493747,0.3861132068018298
203,-97.0,98,1,8.86594260856717,1.2893826426291952,0.32211399105809896
204,-99.0,100,1,15.922571889042155,1.713349609375,0.4033817516907584
205,-89.0,90,1,17.191110804788252,1.8288782331678601,0.43276680293104924
206,-134.0,135,1,18.711942032421078,2.0877468815556277,0.4497989010626312
207,-117.0,118,1,14.686900138871259,1.6063344923116394,0.4529664395890057
208,-103.0,104,1,17.366973670342794,1.8629151399318988,0.34565451495067323
209,-124.0,125,1,12.201887555735302,2.032026626586914,0.29788566545024514
210,-93.0,94,1,19.25301188651359,1.6419859947042261,0.3841080754930946
211,-99.0,100,1,5.392618392745499,1.306549587249756,0.33485872639110315
212,-112.0,113,1,20.502191660250435,2.0264540984567287,0.3089553706710581
213,-119.0,120,1,5.710289644357787,1.5206971883773803,0.3036334145668661
214,-90.0,91,1,16.722441255104737,1.5634012327089415,0.23498860817238854
215,-100.0,101,1,12.871810995213488,2.235584013532884,0.2201281202320784
216,-100.0,101,1,11.469648374908484,1.8873392992680615,0.2280371219327784
217,-96.0,97,1,14.758093434366902,1.972642446301647,0.2963600931377102
218,-117.0,118,1,8.058559231681086,1.6180075306003376,0.24188352021254536
219,-106.0,107,1,19.535244088073775,2.3341198858813703,0.2285929563570611
220,-86.0,87,1,16.944815545824582,1.7080795901945267,0.22947638628378125
221,-81.0,82,1,28.655553276583174,2.042695626979921,0.224253252064866
222,-77.0,78,1,20.86505428051579,1.7922704403217022,0.20935655190931776
223,-102.0,103,1,15.067699042662586,2.128922286542874,0.21782011491273648
224,-90.0,91,1,14.964498208953575,1.9874619704026442,0.2598614070083496
225,-105.0,106,1,10.41841096959073,1.735462026776008,0.22660483395953154
226,-78.0,79,1,22.0791006115165,1.827560907677759,0.2560402545105383
227,-109.0,110,1,21.608793974542937,2.072198451649059,0.2641443594634025
228,-113.0,114,1,13.628357247863166,1.5898583730061848,0.391766112863511
229,-500.0,500,0,9.11642147924626,0.7923015747070312,0.48089064248651264
230,-500.0,500,0,9.088736162540153,0.5856009063720703,0.7618204601630568
231,-500.0,500,0,9.398526066294988,0.5178769378662109,0.5246099636666477
232,-500.0,500,0,9.748448626282276,0.5246443634033203,0.43803193553723396
233,-500.0,500,0,9.961939919542289,0.44514472961425783,0.6248384118005633
234,-500.0,500,0,10.415433627707069,0.519119888305664,0.7054394823610782
235,-500.0,500,0,10.644130206548375,0.4863846435546875,0.6135906489789485
236,-500.0,500,0,10.95214712891006,0.48249264526367186,0.47657918800413607
237,-500.0,500,0,11.248632843090105,0.49158979797363284,0.4315793913975358
238,-500.0,500,0,11.431277002760558,0.465333740234375,0.35004363932460547
239,-500.0,500,0,11.674465943886084,0.49719503784179686,0.25447869638726117
240,-500.0,500,0,12.13086326261575,0.5981721801757812,0.24987427781522273
241,-500.0,500,0,12.069851824936574,0.4409614562988281,0.25927745887171477
242,-500.0,500,0,12.276845003526775,0.4207286224365234,0.18212747466471046
243,-500.0,500,0,12.344617235548679,0.38926820373535154,0.3151041331961751
244,-500.0,500,0,12.539285973863675,0.40993374633789065,0.45172830936312675
245,-500.0,500,0,12.70287292379362,0.3950456848144531,0.26375278264656665
246,-500.0,500,0,12.874737995659235,0.37936866760253907,0.1499020417816937
247,-500.0,500,0,12.99954537818581,0.3614948272705078,0.037786023339256646
248,-500.0,500,0,13.170954396419226,0.36620919799804685,0.028839138126932083
249,-500.0,500,0,13.267286981724203,0.3535025329589844,0.01477570545487106
250,-500.0,500,0,13.367216199293733,0.3449175262451172,0.014073291917331516
251,-500.0,500,0,13.44844887093082,0.3496668701171875,0.023124019656330347
252,-500.0,500,0,13.523128892967943,0.3416973419189453,0.04894006846100092
253,-500.0,500,0,13.644097817264496,0.34935125732421873,0.02235069071315229
254,-500.0,500,0,13.6983853162491,0.33695884704589846,0.015761817603372037
255,-500.0,500,0,13.763346712622791,0.33678590393066404,0.011188559890259058
256,-500.0,500,0,13.826530557908118,0.33479649353027346,0.00644470695592463
257,-500.0,500,0,13.88821810567379,0.33473098754882813,0.008761909401975573
258,-500.0,500,0,13.92998280807957,0.32982864379882815,0.00709361582249403
259,-500.0,500,0,13.9722904714467,0.3310395202636719,0.024036932433024048
260,-500.0,500,0,14.006168101899325,0.32825523376464844,0.0062038622782565655
261,-500.0,500,0,14.04185152124986,0.32771658325195313,0.006860018945299089
262,-500.0,500,0,14.071366670329123,0.3273648223876953,0.025051072233356536
263,-500.0,500,0,14.123301762527321,0.34961575317382815,0.08153505423665047
264,-500.0,500,0,14.080369890266098,0.32886984252929685,0.038565476486459374
265,-500.0,500,0,14.620366758413613,0.3192991485595703,0.028695686222985385
266,-500.0,500,0,14.65977675202489,0.4138995361328125,0.11207483700662851
267,-500.0,500,0,14.353405322104692,0.3602969207763672,0.09715039102733135
268,-500.0,500,0,14.216485564739443,0.326494384765625,0.5517072043716907
269,-500.0,500,0,14.611241080116015,0.4308148956298828,0.5387459571957588
270,-500.0,500,0,14.413831940939883,0.3684950256347656,0.5530888549387455
271,-500.0,500,0,14.427099811275024,0.3959044189453125,0.6191319526135921
272,-500.0,500,0,14.578436318303691,0.4415290832519531,0.6790945278406143
273,-500.0,500,0,14.778192966445,0.4084456329345703,0.6764157002568245
274,-500.0,500,0,14.614598069146043,0.41137271118164065,0.6301443994343281
275,-500.0,500,0,14.619237412458054,0.3903996124267578,0.628096293747425
276,-500.0,500,0,14.638240998256252,0.42428218078613283,0.7452185975462198
277,-500.0,500,0,14.632809765130514,0.43587103271484373,0.5455791078060865
278,-500.0,500,0,14.548367928341147,0.4326591491699219,0.6387531389184297
279,-500.0,500,0,14.498583558575367,0.40764231872558593,0.6267431777454913
280,-500.0,500,0,14.645515560887986,0.4911965026855469,0.6512982614971697
281,-500.0,500,0,14.595655772324069,0.4483968353271484,0.6806388548314571
282,-500.0,500,0,14.753143041957285,0.4862813415527344,0.5048091041147709
283,-500.0,500,0,14.618199720490491,0.41113414001464843,0.4749763058014214
284,-500.0,500,0,14.42619056350051,0.3788520965576172,0.3782967822626233
285,-500.0,500,0,14.874685889043961,0.5026444854736328,0.3208951713889837
286,-500.0,500,0,14.480692839461728,0.3513404541015625,0.43612354663014413
287,-500.0,500,0,14.531418771464262,0.3808360748291016,0.5486922710388898
288,-500.0,500,0,14.527091840621432,0.37963682556152345,0.3602760528028011
289,-500.0,500,0,14.476342793067568,0.3430101623535156,0.2060516922697425
290,-500.0,500,0,14.452482665198971,0.3267098083496094,0.13989918994903563
291,-500.0,500,0,14.461248488404905,0.33726480102539064,0.17611629875004292
292,-500.0,500,0,14.448164613262866,0.3244537658691406,0.08192700153589248
293,-500.0,500,0,14.434856021629995,0.3262570648193359,0.1246153062582016
294,-500.0,500,0,14.422721898431773,0.32921615600585935,0.2733301511332393
295,-500.0,500,0,14.426577835014905,0.33968032836914064,0.279622597001493
296,-500.0,500,0,14.425477670443478,0.33105921936035154,0.08537674357369542
297,-500.0,500,0,14.420354012320283,0.3296681060791016,0.10779125605523586
298,-500.0,500,0,14.398565445960616,0.3217462615966797,0.07845568621903658
299,-500.0,500,0,14.394482492379844,0.32930580139160154,0.20825345555692912
300,-500.0,500,0,14.445576644345186,0.33808236694335936,0.1560745056346059
301,-500.0,500,0,14.869121077368268,0.3905998840332031,0.11512819207087159
302,-500.0,500,0,14.647331101107877,0.3555365295410156,0.12961441452801228
303,-500.0,500,0,14.551008703634725,0.3314120330810547,0.10170611449703575
304,-500.0,500,0,14.508836343515664,0.32970355224609377,0.0721317383274436
305,-500.0,500,0,14.504926986014937,0.3369296112060547,0.18280789119750263
306,-500.0,500,0,14.460721648586565,0.32569657897949217,0.14396537347137928
307,-500.0,500,0,14.469436671809177,0.34781895446777344,0.13220538899302484
308,-500.0,500,0,14.45958266000566,0.3344411315917969,0.0985030126888305
309,-500.0,500,0,14.423221936234272,0.32368423461914064,0.14111567356064916
310,-500.0,500,0,14.426352577537298,0.344322021484375,0.16906995286978782
311,-500.0,500,0,14.423211003020523,0.3421378936767578,0.14740346655715256
312,-500.0,500,0,14.435031913480953,0.3436546325683594,0.15175388629175723
313,-500.0,500,0,14.421426759435562,0.3386571044921875,0.2527829774469137
314,-500.0,500,0,14.532890275293612,0.3591616516113281,0.36743741004914043
315,-500.0,500,0,14.726169760208112,0.5056144256591797,0.30201365358009935
316,-500.0,500,0,14.479420657636364,0.3656424407958984,0.21252039619535207
317,-500.0,500,0,15.358079262811458,0.42318975830078126,0.23725646033138037
318,-500.0,500,0,15.083833831040188,0.3470580902099609,0.055735023196786644
319,-500.0,500,0,14.90251587869972,0.33382594299316404,0.07798400770872832
320,-500.0,500,0,14.807908612354659,0.3151312713623047,0.06151108038797975
321,-500.0,500,0,14.740372326111537,0.31759515380859377,0.15873196012154223
322,-500.0,500,0,14.701598915405688,0.32382868957519534,0.1315934002622962
323,-500.0,500,0,14.654973455386237,0.3127603607177734,0.03651914337091148
324,-500.0,500,0,14.623801351916976,0.31266542053222657,0.042438792634755376
325,-500.0,500,0,14.602907979362644,0.31581343078613283,0.04315830440446734
326,-500.0,500,0,14.836361070819315,0.3407884063720703,0.25085368351638315
327,-210.0,211,1,39.452384845099864,2.434985192466121,0.30338888309931306
328,-273.0,274,1,30.999399970976864,2.235470180093807,0.3390694550530863
329,-156.0,157,1,36.12546073134906,1.146625786070611,0.36373784428664074
330,-159.0,160,1,50.48394760255869,1.7353311061859131,0.3206024586223066
331,-500.0,500,0,18.638370894450695,1.5775844116210938,0.3110619442202151
332,-163.0,164,1,40.458117211164435,1.4298313652596824,0.3334371427687385
333,-211.0,212,1,8.992675144884588,0.7580914587344764,0.3767176604003839
334,-365.0,366,1,24.058123424433585,1.2325610384915044,0.3494925833449704
335,-500.0,500,0,8.970937859534054,0.784839500427246,0.3768695340715349
336,-500.0,500,0,11.619357056325534,0.5491374206542968,0.4275367602184415
337,-500.0,500,0,14.23552019831317,0.3517221221923828,0.3401883298531175
338,-500.0,500,0,14.154261636013281,0.34514097595214843,0.23568924371898176
339,-500.0,500,0,14.267346598859877,0.4938742980957031,0.2291165827512741
340,-500.0,500,0,9.880282083883067,0.9610996704101562,0.38831298213265836
341,-355.0,356,1,21.137295205417328,1.3977233854572424,0.38400542584321135
342,-253.0,254,1,11.84042742600945,1.261431311059186,0.3429482610690899
343,-159.0,160,1,42.13941793632803,1.6383900880813598,0.3097949830815196
344,-226.0,227,1,17.408747374456357,1.4734218320132353,0.2837866291748401
345,-215.0,216,1,31.564315971192425,1.5488324341950592,0.3165482054464519
346,-382.0,383,1,13.547192169923663,1.3491780104276094,0.24343164937264303
347,-286.0,287,1,5.2816019376384125,0.7587592958988628,0.3837514026707058
348,-500.0,500,0,13.856762997130748,0.40537324523925783,0.3576007627174258
349,-500.0,500,0,13.709185173467267,0.3682162475585937,0.25047479431703684
350,-224.0,225,1,6.9972917704374735,1.1825894037882487,0.3814826912350125
351,-218.0,219,1,35.31983803101543,2.898166168770289,0.30763796081587874
352,-140.0,141,1,16.355591344277222,2.0237434603643756,0.35134075980976964
353,-185.0,186,1,46.18566280037856,2.184297356554257,0.29365873070914417
354,-147.0,148,1,21.441817729430653,1.7867860794067383,0.253450610712674
355,-128.0,129,1,48.71394335393083,1.8838316155958545,0.32194750631127017
356,-309.0,310,1,5.0266338945456575,0.6714382048576109,0.22244045268443804
357,-242.0,243,1,37.57034351008009,2.3815355575624317,0.3235833922615696
358,-195.0,196,1,25.637365155469634,1.664402621132987,0.290238065426523
359,-500.0,500,0,12.39579337587161,0.6231120910644531,0.18389045257866382
360,-500.0,500,0,13.451391780104489,0.35368955993652346,0.05051388455927372
361,-500.0,500,0,13.528146907237941,0.34185971069335935,0.045662937819957734
362,-500.0,500,0,13.608203630869276,0.34168951416015625,0.030237411202862857
363,-500.0,500,0,13.677242852896452,0.33701507568359373,0.018863772509619594
364,-500.0,500,0,13.743304994264617,0.3389603118896484,0.025523532623425126
365,-500.0,500,0,13.79423102828767,0.3335302734375,0.018649164168164135
366,-500.0,500,0,13.84916970418021,0.3333691101074219,0.026996128011494876
367,-500.0,500,0,13.921743921895978,0.34043177795410157,0.10973763495311141
368,-500.0,500,0,13.926527867034427,0.34249757385253904,0.16713662899285556
369,-500.0,500,0,13.954555658393074,0.33587472534179685,0.0585427469369024
370,-500.0,500,0,14.022155209833755,0.3396315460205078,0.03979786785971373
371,-500.0,500,0,14.021495603464544,0.3282207489013672,0.04420186216197908
372,-500.0,500,0,14.05707927245507,0.33471963500976565,0.056454820781946184
373,-500.0,500,0,14.083314954712987,0.33359919738769533,0.020787120554596184
374,-500.0,500,0,14.100530610403512,0.32578453063964846,0.020185315055772663
375,-500.0,500,0,14.122350592974573,0.3254248809814453,0.023125928545370697
376,-500.0,500,0,14.144508124694228,0.32693592834472657,0.016983550192788244
377,-500.0,500,0,14.159848686674609,0.3234258728027344,0.014210684196092189
