episode,reward,length,success,critic_loss,mean_abs_td_error,entropy
378,-500.0,500,0,14.18609147897642,0.3273439483642578,0.016674724500626327
379,-500.0,500,0,14.192935185454786,0.32304229736328127,0.01687465676292777
380,-500.0,500,0,14.209187202885747,0.32404074096679686,0.018528547702357172
381,-500.0,500,0,14.22428550786525,0.3236745910644531,0.013598078682553022
382,-500.0,500,0,14.233082028657197,0.32557785034179687,0.014172836667858063
383,-500.0,500,0,14.240386039301754,0.32317605590820314,0.011942973270080984
384,-500.0,500,0,14.25210440979246,0.32229541015625,0.013447479006834328
385,-500.0,500,0,14.272841019865126,0.3273512115478516,0.023900411007925868
386,-500.0,500,0,14.27265148803778,0.3212892608642578,0.03231836150586605
387,-290.0,291,1,10.34293452623365,1.03298971169593,0.15561755981033867
388,-157.0,158,1,19.544228377233296,1.6998819037328792,0.11985796047197773
389,-188.0,189,1,51.782466948504506,2.81560026905524,0.08361367971473743
390,-174.0,175,1,19.774975651317675,2.490546602521624,0.05668357943051628
391,-184.0,185,1,11.744308117596194,1.9162369289913692,0.08005770539512505
392,-189.0,190,1,36.316992295447946,2.399448113692434,0.10023141209477264
393,-139.0,140,1,32.35323808687681,2.002707590375628,0.10127155501062848
394,-166.0,167,1,8.693428666757498,1.673959345160844,0.07926761338342271
395,-152.0,153,1,20.517499423882576,2.587388655718635,0.10030084771402424
396,-220.0,221,1,29.93769691750324,1.413328869849848,0.13592357868202268
397,-194.0,195,1,35.48919183438769,1.720721220358824,0.16062585603063687
398,-117.0,118,1,47.84887261631488,1.8209377224162473,0.10099671158339765
399,-193.0,194,1,19.475859110369935,1.959839739750341,0.12440874135678577
400,-125.0,126,1,17.289492930640883,1.6449786292182074,0.14958590006692304
401,-170.0,171,1,35.048867271416235,2.1754959731074104,0.20386876300935858
402,-236.0,237,1,33.08599460376982,1.9910173617334808,0.2406875706328873
403,-147.0,148,1,13.613539158610857,1.6685265077126992,0.308553593541571
404,-162.0,163,1,15.161378593261189,1.8884998538011422,0.3034246430383778
405,-172.0,173,1,21.534021454133804,2.328003602220833,0.2461068382045265
406,-145.0,146,1,11.870992832085555,1.8467479666618452,0.23485695404855356
407,-236.0,237,1,17.534462286172904,2.177790456683324,0.16123921884703235
408,-164.0,165,1,26.104337698546463,1.6494336677320076,0.21479382758790797
409,-148.0,149,1,15.773279835882553,2.096441089706933,0.22362698558967986
410,-134.0,135,1,26.71381770204925,2.7094309912787544,0.19944107049593218
411,-125.0,126,1,36.74731997130734,1.807874074057927,0.17441451857753454
412,-183.0,184,1,26.14932836523297,2.226318141688471,0.1697730295329719
413,-200.0,201,1,34.92006717680227,1.955489353160953,0.14976329724095874
414,-150.0,151,1,14.45932045720698,1.8608048293764228,0.17483243550981906
415,-269.0,270,1,8.657690026709666,1.664958734865542,0.09483426445922642
416,-184.0,185,1,24.53358954904047,2.7024644129985087,0.18241344999421288
417,-149.0,150,1,37.87323993124611,1.4445936330159506,0.1896468384563923
418,-200.0,201,1,12.052508841120737,1.4694103696453038,0.14419800232150662
419,-143.0,144,1,10.6474235841888,1.391873174243503,0.13299984684757268
420,-159.0,160,1,31.137867456373442,2.374669110774994,0.12040379143872997
421,-169.0,170,1,19.081827232266967,2.3577723229632657,0.10998297495603124
422,-132.0,133,1,22.6462981740741,1.6545534922664327,0.11708554109957602
423,-154.0,155,1,38.544965912504196,2.371025393086095,0.13304162296736913
424,-168.0,169,1,17.340393361805308,2.689542127078807,0.10331556620902917
425,-125.0,126,1,14.134526189409256,1.875759102049328,0.13122656406642544
426,-178.0,179,1,35.69507012608287,2.817779541015625,0.15301713661431185
427,-135.0,136,1,26.56597105723503,2.2975845757652733,0.1900511294541716
428,-117.0,118,1,25.57926635328341,2.522392741704391,0.24670194821842648
429,-117.0,118,1,33.436769377497434,2.1462342698695296,0.2261300561002503
430,-139.0,140,1,23.99438505546506,2.157881682259696,0.19177186575917793
431,-138.0,139,1,42.112371400690456,2.6527507287992846,0.12481857565727433
432,-118.0,119,1,13.212910972614361,1.804744255642931,0.18094566533295045
433,-139.0,140,1,11.88434048013504,1.9301539284842355,0.1558416312427393
434,-121.0,122,1,13.303804228681551,1.4670115611592278,0.21069860493489465
435,-108.0,109,1,37.615923317611205,2.0129790349837835,0.22346768828766814
436,-122.0,123,1,22.38658991888567,2.418124005077331,0.17077261365749458
437,-108.0,109,1,28.807408592600826,1.7842403901826351,0.15167242598959133
438,-135.0,136,1,9.918567546668996,1.8004709271823658,0.17674191000696737
439,-148.0,149,1,17.11548658892131,2.100101842176194,0.2565035885387419
440,-115.0,116,1,41.09362858094893,1.9864656185281688,0.16191849680236092
441,-144.0,145,1,9.255328088454453,1.8079946583714979,0.17828421473005338
442,-183.0,184,1,13.419752585256546,2.1472097894419795,0.1684414445822451
443,-109.0,110,1,27.155863205133937,1.6204076593572443,0.2763692707564174
444,-170.0,171,1,13.01719215551736,2.2345071640628125,0.3321412413119616
445,-137.0,138,1,45.9573810549636,2.4925322878187983,0.30996019477480213
446,-117.0,118,1,16.090321234850137,2.219226901814089,0.30008252792877255
447,-95.0,96,1,44.75089918468924,1.9102301200230916,0.3331472198284852
448,-91.0,92,1,29.90418066730237,2.0579925205396568,0.3225831490784438
449,-82.0,83,1,16.033433920729074,1.9664811973112175,0.28286008901209625
450,-93.0,94,1,13.570504112371635,2.4510827977606593,0.2695147313804247
451,-92.0,93,1,27.59165857779488,2.334292196458386,0.32309739471798743
452,-96.0,97,1,9.379474000519227,1.8272243185141652,0.30970410018446426
453,-116.0,117,1,12.020506823612536,2.267818402021359,0.29672028094084346
454,-128.0,129,1,15.736307118236459,2.4184583545655243,0.33951536466028226
455,-98.0,99,1,29.238026574879623,3.28048049560701,0.2683615595716136
456,-82.0,83,1,19.237652751964976,2.398245018648814,0.30809876396662994
457,-113.0,114,1,34.082249511623544,2.644730835630183,0.31823635470528533
458,-88.0,89,1,25.253599689650777,2.0436105620994995,0.3297793367227508
459,-377.0,378,1,12.999344652013018,2.5480011392522743,0.3231371085385228
460,-110.0,111,1,11.746765743558393,2.171594808767508,0.25837551467624065
461,-160.0,161,1,14.553148633520616,2.247691829752478,0.2274922445656512
462,-131.0,132,1,9.197014140050724,1.6055541472001509,0.3221846096685939
463,-156.0,157,1,13.194731634449077,1.642102921844288,0.32801185571143676
464,-70.0,71,1,44.57710269412918,2.209057713898135,0.3021602930310904
465,-153.0,154,1,10.178487545133692,1.387795522615507,0.3281786142672297
466,-126.0,127,1,13.30462506418639,1.7939606764185148,0.2393029591088792
467,-212.0,213,1,7.855294030018428,1.7349703524594016,0.1600100752512789
468,-158.0,159,1,10.18221276049918,1.8284484515400052,0.26298845895571904
469,-124.0,125,1,10.02505947244959,1.9266131134033204,0.19527927874587475
470,-160.0,161,1,13.818295177652285,1.1703389564656324,0.2922680132508261
471,-112.0,113,1,19.0727905629144,1.6971352163669282,0.24005415698356794
472,-219.0,220,1,11.775643434500141,1.8493577870455655,0.18841917441975303
473,-134.0,135,1,8.605819418178699,1.762810770670573,0.22347292554267267
474,-139.0,140,1,11.699654766423295,2.248278536115374,0.22636428513838577
475,-130.0,131,1,10.107709450649457,1.9805384774244468,0.21767672212511827
476,-121.0,122,1,19.19006712191173,2.4016839168110833,0.25185757050420476
477,-140.0,141,1,10.726900791814584,1.9037511703815866,0.18405830096833223
478,-103.0,104,1,12.518199269543402,1.962845463019151,0.28919189819526553
479,-105.0,106,1,9.948294055323613,2.024496186454341,0.28083765560613927
480,-136.0,137,1,11.196040529071142,2.3574891960533866,0.2177451077936197
481,-98.0,99,1,13.114643248995163,1.6673661819612138,0.3079012574591542
482,-109.0,110,1,18.976333702032306,1.6124427448619496,0.26652809316556986
483,-122.0,123,1,9.026455534029585,1.8448775764403305,0.31814247074042923
484,-111.0,112,1,24.23554504238304,2.21302820955004,0.2545634690863413
485,-121.0,122,1,17.070090820295277,2.4041208595526022,0.2541591587665369
486,-87.0,88,1,7.410703002697449,1.5954652482813054,0.20564546056828642
487,-65.0,66,1,28.017532015783768,1.9582875858653674,0.1604154344858023
488,-64.0,65,1,15.342350433054023,1.5644911252535307,0.21756382752926304
489,-90.0,91,1,18.356766753645797,2.1812901130089393,0.3252239043521823
490,-108.0,109,1,11.936074468905428,2.003036009062321,0.264470323608385
491,-109.0,110,1,12.723087386376077,1.999924659729004,0.3452462294604629
492,-100.0,101,1,28.705287295705,2.492539301957234,0.36605277775768374
493,-97.0,98,1,9.83051157930191,1.7975643313660914,0.19682408692802264
494,-96.0,97,1,21.270269292336078,1.901243327819195,0.1921002014069674
495,-141.0,142,1,4.558058646589569,1.2797778559402682,0.158380253684402
496,-159.0,160,1,5.96497279480609,1.359149980545044,0.15837750835707992
497,-139.0,140,1,5.31246604919683,1.5805802856172835,0.10471612848424619
498,-178.0,179,1,8.842021361219814,1.7005384594368536,0.15437701353335015
499,-148.0,149,1,4.890046581477098,1.5008930667934801,0.0920672307959789
500,-143.0,144,1,8.897445224253008,1.5857218239042494,0.1389748461046515
501,-198.0,199,1,10.077782711794836,2.0383829183913953,0.08879693214905603
502,-126.0,127,1,6.186133271382983,1.449839907368337,0.16944273322908662
503,-138.0,139,1,6.8539229805059705,1.7055504819472058,0.10280868077647316
504,-153.0,154,1,8.150358596097378,2.009401748706768,0.11408848582552263
505,-165.0,166,1,9.112338118562658,1.6941291653966328,0.1556274991451639
506,-131.0,132,1,14.43174538233672,1.627684650999127,0.12105236119003332
507,-148.0,149,1,4.453930722451503,1.336612362189581,0.1497783262830309
508,-137.0,138,1,5.31405382624834,1.4338106625321982,0.10537616812887238
509,-156.0,157,1,8.087672411274701,1.6551973136367313,0.15679730899976033
510,-123.0,124,1,26.77816899094145,1.8145378789594095,0.11615454922561654
511,-162.0,163,1,6.707535230378946,1.71750042921195,0.1484325784047854
512,-156.0,157,1,17.94814993411519,2.081885356052666,0.24723878531893984
513,-121.0,122,1,6.530606281938013,1.610271547661453,0.23062308561333578
514,-128.0,129,1,3.8907538710014045,1.4618682288384253,0.2820097943785954
515,-125.0,126,1,13.031296128747128,1.9635333560761952,0.3567549873232132
516,-142.0,143,1,6.346339746754473,1.570676206708788,0.337384895503788
517,-147.0,148,1,12.394041600308835,2.2824895671896033,0.5018508175932299
518,-93.0,94,1,23.945720240193854,2.1396580959888216,0.40605393195762596
519,-102.0,103,1,10.311441331437237,2.1679710462255386,0.4259523335229425
520,-116.0,117,1,6.325089844588477,1.7327570426158416,0.37661021233448744
521,-119.0,120,1,19.439313024941658,1.8671517213185629,0.45821224996858895
522,-88.0,89,1,12.743204380997248,1.7901081556684515,0.3877797775020237
523,-170.0,171,1,8.020199873003778,1.8015680114428203,0.37526652336458277
524,-200.0,201,1,12.23538226713677,1.886898676554362,0.3832942584416
525,-274.0,275,1,10.108943644693671,2.0624403017217463,0.5421612490480766
526,-131.0,132,1,10.604409890519685,2.214763677481449,0.5675403461138944
527,-149.0,150,1,7.03500451587936,1.7445274289449055,0.5109976460854523
528,-194.0,195,1,9.83613501498416,2.224117719210111,0.4955911044246302
529,-264.0,265,1,8.937894678896926,1.7631850116657761,0.3973569535905109
530,-190.0,191,1,15.601043899471204,1.893925122565624,0.4756760835947459
531,-130.0,131,1,18.754154316311833,2.097496425832501,0.4198198012575749
532,-97.0,98,1,17.707395231447478,1.8000089489683813,0.41552867384494413
533,-112.0,113,1,9.582499261463857,1.9073465060343784,0.4568871889434409
534,-199.0,200,1,15.61305461857417,1.7086564779281617,0.37214340386912226
535,-177.0,178,1,9.869608288363677,1.82847230889824,0.35194875450747276
536,-128.0,129,1,12.981775195035514,1.4228556581245837,0.372745705711612
537,-113.0,114,1,6.914805912182553,1.4696275142201207,0.3289473274877916
538,-116.0,117,1,8.104812129180775,1.7536406883826623,0.3525869886432655
539,-120.0,121,1,16.886763502526183,2.072789499582338,0.2626882990733682
540,-147.0,148,1,12.107966045064401,1.5021378156301137,0.19929260397298462
541,-135.0,136,1,7.391281256870356,1.3413553097668816,0.1931685223201331
542,-129.0,130,1,8.955701638351176,1.681221133012038,0.18513266758527608
543,-199.0,200,1,14.521900025177455,2.3989425253868104,0.2516457062592963
544,-148.0,149,1,9.437433505796472,1.7784112379854957,0.21929104446164713
545,-117.0,118,1,11.41559833295888,1.5928507821034577,0.2235996167933158
546,-135.0,136,1,6.088444230513072,1.7074805603307837,0.152183460919546
547,-142.0,143,1,6.361436056532455,1.3701223426765494,0.14398373436374864
548,-148.0,149,1,7.901157857806538,1.8145078684659612,0.1236326961126491
549,-150.0,151,1,8.956944150977,1.9443951695170623,0.1166076900646405
550,-157.0,158,1,6.476922364368805,1.733445501025719,0.10928164728360157
551,-160.0,161,1,7.674536584141561,1.6856843462641935,0.11591376509461031
552,-155.0,156,1,16.80242733132717,1.5791215896606445,0.1104521452380607
553,-129.0,130,1,5.768136486600941,1.2803564951970028,0.09264237583937267
554,-127.0,128,1,6.972817050282629,1.403901532292366,0.10291432242183873
555,-164.0,165,1,12.519805520912632,2.2724318446535055,0.10600280178760206
556,-160.0,161,1,13.738564656843845,2.154206669848898,0.11320425322935887
557,-115.0,116,1,11.154609221451398,1.5964467114415661,0.12321042727903816
558,-141.0,142,1,7.313421411653342,1.5010599216944736,0.08851469400491316
559,-176.0,177,1,14.11616878805315,2.0630434488846086,0.060232433301526896
560,-159.0,160,1,6.8254267631629775,1.6491134285926818,0.0847363811575633
561,-136.0,137,1,5.470618463546653,1.4991802229498425,0.06383618024002802
562,-148.0,149,1,5.253500901779079,1.4684188213924434,0.03433329341917505
563,-122.0,123,1,20.750843513108308,1.4421565978507684,0.05518845104914333
564,-177.0,178,1,5.739804905745412,1.4898288491066922,0.05050011490062246
565,-336.0,337,1,2.4982684732538107,0.8511696484393111,0.07929858647581212
566,-157.0,158,1,11.49421436514645,1.2905800976330721,0.12751966935366574
567,-167.0,168,1,7.764570426179922,1.7807313998540242,0.10178099441864538
568,-167.0,168,1,7.018718167058458,1.7412470359177816,0.07854716534486561
569,-223.0,224,1,10.242448426761516,2.235035774963243,0.052326546057234476
570,-165.0,166,1,7.1745902506714545,1.726444822118943,0.04707828960055345
571,-162.0,163,1,8.024644997642602,1.8893506161274354,0.049108445309416784
572,-181.0,182,1,6.604950521199498,1.767639894734372,0.07159455441425243
573,-180.0,181,1,4.749820584136715,1.4634146683782503,0.06597980091898852
574,-148.0,149,1,5.029240061171141,1.4746863665996781,0.10248664373453026
575,-134.0,135,1,5.908033288572052,1.5489791093049226,0.08702287311747636
576,-166.0,167,1,4.851380906881999,1.50797114971869,0.07000704174951934
577,-161.0,162,1,6.943230216941483,1.6111186816368575,0.06878634790435756
578,-143.0,144,1,6.780078722597358,1.7927960455417633,0.10078095321781196
579,-171.0,172,1,9.933796777779799,2.04650749162186,0.07974714916307739
580,-154.0,155,1,6.981555422520144,1.8595416038267074,0.07229884633336277
581,-142.0,143,1,7.827386136668233,1.737438575371162,0.10489111328786532
582,-197.0,198,1,8.3882241810906,1.830334343091406,0.22630473768874776
583,-344.0,345,1,4.02793828461056,0.9840678311776424,0.11719555889346563
584,-153.0,154,1,9.520943792855485,1.9461078643798828,0.1281407814361034
585,-163.0,164,1,5.628350768588971,1.4863434070494117,0.10009737861773607
586,-116.0,117,1,36.50774594029048,1.8511825300689437,0.09676196392546965
587,-131.0,132,1,14.223489128394938,1.557504466085723,0.06338853502254069
588,-138.0,139,1,3.241519558223353,1.165685602229276,0.05629325735009202
589,-290.0,291,1,10.207149654760114,1.449054816334518,0.034679264039412475
590,-157.0,158,1,4.8054725855011995,1.223130775403373,0.07768214991499664
591,-185.0,186,1,15.252649223610948,2.2384148720772035,0.060608302471033916
592,-146.0,147,1,6.602369683317632,1.4184255275596567,0.07736190818941148
593,-259.0,260,1,8.128633055085308,1.8712090345529409,0.05476637496221184
594,-122.0,123,1,23.52753889362604,1.3389659044219226,0.076909380061533
595,-130.0,131,1,18.121723594359043,1.5654083426672083,0.04656893822927924
596,-137.0,138,1,15.433202481157661,1.454033865444902,0.06458872008532626
597,-158.0,159,1,5.728308976282027,1.35207573272897,0.04986214373295881
598,-180.0,181,1,6.129726337228107,1.6259699104899201,0.04724864584656859
599,-120.0,121,1,21.76871551740732,1.358642893389237,0.07479833215061375
600,-144.0,145,1,4.142467717027215,1.2300616626081795,0.05478221026875464
601,-147.0,148,1,3.523645895722832,1.2353561826654382,0.04605879488155699
602,-162.0,163,1,3.7287379271577383,1.2820903567448716,0.0466753332788179
603,-141.0,142,1,8.583477348399933,1.3285993790962327,0.03425072961995988
604,-221.0,222,1,7.883814024742179,1.5393359639623143,0.04380191953080341
605,-122.0,123,1,16.575710418553193,1.2671727746482786,0.03191797910125669
606,-175.0,176,1,8.451657820784435,1.7984197288751602,0.04055752540460327
607,-151.0,152,1,9.058691140528122,1.6709787594644647,0.039889680356664986
608,-170.0,171,1,4.515531003614071,1.3827482915064047,0.049874982612795736
609,-161.0,162,1,17.609159113333007,2.1409489078286255,0.033359676500423784
610,-165.0,166,1,13.144786820819894,2.645071437559932,0.04655367898732334
611,-243.0,244,1,7.964721035995696,1.5930048520447777,0.04797612207790944
612,-161.0,162,1,14.015166919297943,1.7055665828563549,0.042092863597869755
613,-188.0,189,1,3.7609967553483634,1.2581269513993036,0.04463435791829532
614,-122.0,123,1,20.371102305234345,1.4691956682903011,0.03380566761318814
615,-188.0,189,1,6.781856441443168,1.5720398457592757,0.055006525796627445
616,-168.0,169,1,5.984977766061367,1.3381770658775194,0.060767237998038175
617,-150.0,151,1,6.73956008236516,1.6284908837829994,0.06582441122890974
618,-173.0,174,1,6.990890883452319,1.7274208123656525,0.055727077394806854
619,-261.0,262,1,10.493102398770327,1.1579732822097895,0.06131131316709353
620,-158.0,159,1,5.193094816390182,1.5821199094724354,0.08009835717534798
621,-208.0,209,1,10.119318162369373,2.292089220439418,0.1578062171451792
622,-256.0,257,1,11.47354153350793,2.278283631291371,0.1405877383479736
623,-126.0,127,1,22.875934166357556,1.4448722178541769,0.0696515041847134
624,-139.0,140,1,4.549901992328731,1.42222809110369,0.0875280807459993
625,-308.0,309,1,5.1756951281746995,1.3034423593564326,0.06375092166305661
626,-198.0,199,1,9.023675818579218,1.9258418993734234,0.0577110674601673
627,-138.0,139,1,5.190805381070152,1.501125685602641,0.04243309107666045
628,-307.0,308,1,6.063104184366711,1.5035238691738673,0.07482732496594378
629,-129.0,130,1,10.378376840928999,1.8282833832960863,0.060265880589185354
630,-157.0,158,1,5.572645190670439,1.5149138200132153,0.04293283855371602
631,-182.0,183,1,4.36487976314603,1.3209314893503659,0.07276092594250264
632,-156.0,157,1,4.440497783770871,1.4690483937597578,0.05536942093471468
633,-322.0,323,1,6.184426026065414,1.3309223910234291,0.033254799658674804
634,-500.0,500,0,12.943889261953533,0.37277540588378905,0.001947679630946368
635,-500.0,500,0,13.149329947859048,0.3545010833740234,0.0029660546900704505
636,-500.0,500,0,13.296477085538209,0.3483632202148437,0.003098385800141841
637,-500.0,500,0,13.52322145729512,0.3588466796875,0.003069468832341954
638,-500.0,500,0,13.513479791242629,0.3413182067871094,0.0030592098804190756
639,-500.0,500,0,13.601225467070938,0.33879150390625,0.0017852021420840174
640,-500.0,500,0,13.677208521872759,0.3366502990722656,0.0027232799315825107
641,-500.0,500,0,14.144902925543487,0.3744361877441406,0.010865433202590794
642,-163.0,164,1,11.453833244767937,1.6935305828001441,0.04823989891262566
643,-500.0,500,0,13.591065311085433,0.3396759033203125,0.0018556960884016007
644,-407.0,408,1,13.467813924617504,1.9058002864613253,0.03036508021143484
645,-500.0,500,0,13.618964876325801,0.34925621032714843,0.008381157248048112
646,-500.0,500,0,13.689638752806932,0.33737107849121095,0.004291837288066745
647,-349.0,350,1,9.5016420194347,1.6107710238865445,0.09074279633067947
648,-158.0,159,1,16.480645657138115,2.4581030359808005,0.10140829664067828
649,-166.0,167,1,9.762749791142884,2.057728516127535,0.09061512302657489
650,-116.0,117,1,26.231931181314092,1.963775373931624,0.09697899026756422
651,-136.0,137,1,6.107773610514786,1.8020585296797926,0.09012461236480923
652,-137.0,138,1,11.311334085763889,1.9438042156938193,0.09618309704735335
653,-158.0,159,1,13.651786215517687,2.3417364966194585,0.0828846728845804
654,-148.0,149,1,7.073987416066729,1.785182191221506,0.08139579624778297
655,-195.0,196,1,8.991597591325352,2.016229497534888,0.10457790021654527
656,-140.0,141,1,20.684669556283204,2.1411914013801736,0.07704566330017344
657,-163.0,164,1,8.317555059139721,1.8532819689773932,0.08935109719210986
658,-234.0,235,1,8.671754629053225,1.7148584974573013,0.0735973361314849
659,-158.0,159,1,13.251227645549788,2.1467334939248905,0.05147186681992849
660,-160.0,161,1,8.055763485271306,1.9496370368862745,0.05402945632441114
661,-238.0,239,1,8.757938513826058,1.9697089704010775,0.04683893691372345
662,-131.0,132,1,14.980571642865966,2.6014313264326616,0.05183401324999674
663,-206.0,207,1,12.52737216595116,2.5423744312231094,0.05433959718866742
664,-164.0,165,1,8.22125240321391,2.1754158135616417,0.05674265301786363
665,-160.0,161,1,9.823652973418813,2.1466534182151653,0.06847150480068832
666,-157.0,158,1,5.300011220391061,1.5801122218747683,0.05575527923912564
667,-155.0,156,1,4.232675243216829,1.3853338559468586,0.07011405871647487
668,-147.0,148,1,4.033524311131112,1.2522255278922416,0.08049778507297192
669,-200.0,201,1,2.6407466430201967,0.9267807054282421,0.13066407563327
670,-140.0,141,1,6.932322336066059,1.2344698398671252,0.08232062595693315
671,-146.0,147,1,3.095202071145953,1.2307449944165287,0.07142288741435092
672,-157.0,158,1,5.426260373345871,1.549964817264412,0.069117656460583
673,-145.0,146,1,4.18133157913211,1.2204723554114774,0.06399893711583389
674,-167.0,168,1,6.1600751291178835,1.5562733383405776,0.06588304498048576
675,-178.0,179,1,11.319391412451713,2.1251454619721994,0.04702034860676384
676,-169.0,170,1,6.33611358792028,1.7207667182473576,0.037614255625521766
677,-139.0,140,1,3.6915167080483764,1.375207621710641,0.05557098362416062
678,-145.0,146,1,6.251934988471625,1.707699527479198,0.05616170285095792
679,-116.0,117,1,25.22618404509993,1.872431143736228,0.06668838343441758
680,-153.0,154,1,5.046404845566207,1.6325197715263862,0.0642952370622147
681,-137.0,138,1,17.996009416968064,1.9822781327841938,0.05455909417419141
682,-167.0,168,1,8.55928562236451,1.9009504573685783,0.07558179982619809
683,-147.0,148,1,4.754190640493353,1.581679306320242,0.04998329568047051
684,-147.0,148,1,4.098226937035596,1.4363975782652159,0.06288177829520537
685,-143.0,144,1,4.428140906640086,1.4556812445322673,0.10070206939255716
686,-186.0,187,1,5.6899836990313215,1.5287585946965345,0.10167536692492125
687,-155.0,156,1,5.50008025039465,1.5281890080525324,0.0687584010106198
688,-140.0,141,1,9.809197017877175,1.5102791346556752,0.04849222019407238
689,-179.0,180,1,5.079447875470133,1.5387339777416653,0.03448509797162842
690,-196.0,197,1,5.861564485149382,1.5557267605350706,0.04639822723217507
691,-257.0,258,1,12.768305846796798,2.1226687911869018,0.046188494081829144
692,-129.0,130,1,10.309329350554616,1.3096961975097656,0.0522702714571586
693,-150.0,151,1,5.524365267902921,1.547638689445344,0.06175603803990421
694,-115.0,116,1,17.453616369248707,2.031997729992044,0.05759094802588465
695,-129.0,130,1,18.157955086061534,2.386067111675556,0.041654249914259145
696,-157.0,158,1,9.453701451072275,2.035636002504373,0.06277684171800502
697,-177.0,178,1,9.426452131128723,2.066730017072699,0.0781183858984804
698,-165.0,166,1,8.352993684931636,2.028893065739827,0.175208822480776
699,-148.0,149,1,8.179659909126896,2.0343172342185207,0.15083088430508834
700,-179.0,180,1,10.811743133969866,2.255475897259182,0.17044375858499228
701,-118.0,119,1,7.598721995837733,1.7506218357246464,0.23811723484497266
702,-130.0,131,1,7.402323726271941,1.7268938326653633,0.2151324329533408
703,-103.0,104,1,8.145603111363016,1.3681780374967134,0.31242263025873956
704,-111.0,112,1,5.13188356219702,1.7401399974312102,0.339381557935537
705,-85.0,86,1,8.957494648869913,1.6336853448734727,0.2950836127443878
706,-76.0,77,1,5.069822321890841,1.612411183196229,0.2339947298596244
707,-144.0,145,1,10.254241106853568,2.3900424792848782,0.24109272628757653
708,-92.0,93,1,4.996591604489994,1.649448093547616,0.23452296711176493
709,-63.0,64,1,21.174182145584382,2.34806364774704,0.25760329448439734
710,-73.0,74,1,7.578171979966322,1.7488590962178,0.14953515613121232
711,-196.0,197,1,6.639022497292124,1.773545303925645,0.12330474049475772
712,-92.0,93,1,9.88139893003049,1.9903887266753821,0.2143802583272073
713,-92.0,93,1,8.121172954269055,1.9749495803668935,0.1493807595156844
714,-72.0,73,1,7.183131404332689,1.6127375641914263,0.13551160489242486
715,-71.0,72,1,6.024540628881368,1.5765472650527954,0.13337991230016794
716,-80.0,81,1,11.164388853695135,2.0535285855516974,0.11139967641865053
717,-95.0,96,1,12.237355261343206,2.3287606736024222,0.15853342537047865
718,-106.0,107,1,11.30158782087916,2.2916391586588922,0.17892046130390699
719,-77.0,78,1,5.613024060862163,1.2837259830572667,0.11372815028283721
720,-71.0,72,1,3.931151258998499,1.3090575403637357,0.08406117798666754
721,-102.0,103,1,8.473096935274599,1.8548605280015076,0.1702281931648031
722,-70.0,71,1,4.591269628286016,1.3741152185789296,0.15712721604717778
723,-81.0,82,1,5.123945412343546,1.6328180650385415,0.13907592413945566
724,-85.0,86,1,4.811366643609247,1.5952192184536955,0.1354575034124008
725,-89.0,90,1,7.835510636873207,1.7802926858266195,0.15447286180472777
726,-64.0,65,1,15.75944158362153,1.8357747884897084,0.12123883062293037
727,-90.0,91,1,5.104168199680766,1.4597401199760018,0.131938526200279
728,-89.0,90,1,3.919680917248964,1.4477026727464464,0.11949132250576643
729,-119.0,120,1,7.819850122252441,2.070742885271708,0.15730889601060577
730,-72.0,73,1,10.99358906377803,1.4982962934938195,0.1976230497641827
731,-77.0,78,1,7.3370449209769735,1.5337048799563677,0.20020070782667085
732,-106.0,107,1,3.7581699352106788,1.4562175251613154,0.16210968197931572
733,-79.0,80,1,4.1974016924143145,1.5177730798721314,0.11959009434103791
734,-126.0,127,1,5.380846040992765,1.5981557275366596,0.0878258758448211
735,-97.0,98,1,2.8550733145372704,1.172689328388292,0.12449899200576937
736,-72.0,73,1,3.1006909103732005,1.1829965865775331,0.07241513901800778
737,-105.0,106,1,4.489240877062877,1.3042528140095044,0.15346234281756585
738,-78.0,79,1,3.7981898703885375,1.0734073421623134,0.10127230998772621
739,-64.0,65,1,8.268781418514509,1.5267351590670073,0.11300222419712765
740,-96.0,97,1,5.764731066629108,1.6087624854648237,0.1236116036142045
741,-89.0,90,1,5.93284740639954,1.7167531622780694,0.10668463932201525
742,-73.0,74,1,6.6658628507331645,1.409247888101114,0.17452471920822407
743,-97.0,98,1,6.1017790705071615,1.7012769519066324,0.19113141597840788
744,-78.0,79,1,4.907364705500865,1.5508410719376575,0.13985698843813985
745,-75.0,76,1,3.429655001998885,1.3869739143471969,0.21512598626883883
746,-83.0,84,1,3.2397822153178,1.358790465763637,0.1978694954656627
747,-98.0,99,1,5.453946596076525,1.6138722125930016,0.20445936803180945
748,-89.0,90,1,3.1166438951907267,1.3209110173914167,0.2058545548790587
749,-112.0,113,1,6.858148588201925,1.8646999143921168,0.18643550403607778
750,-84.0,85,1,4.800228069027584,1.4500523062313304,0.24023134255994055
751,-80.0,81,1,2.790036831603006,1.2560451236771948,0.23965744629508046
752,-85.0,86,1,4.729062340517398,1.5529785322588543,0.27698701269705345
753,-77.0,78,1,3.5781497323828844,1.353353616518852,0.25160081872047907
754,-94.0,95,1,6.6718342419395125,1.9487223324022795,0.20164756328020686
755,-74.0,75,1,4.81689027696227,1.4230602391560871,0.23782304684747943
756,-114.0,115,1,4.282304721179863,1.581756823995839,0.15016761341881332
757,-74.0,75,1,4.213194281871741,1.3954553349812826,0.25093371979077345
