episodes,mean_reward,last_window_mean_reward,best_ma_reward,mean_length,overall_success_pct,sample_efficiency_ep,training_time_sec,device
300,-120.08333333333333,-83.68,-78.28,121.04,95.66666666666667,38,146.92768907546997,cpu
