episode,reward,length,success,epsilon,loss
111,-119.0,120,1,0.03506636663855641,0.24278311509018144
112,-180.0,181,1,0.03401437563939972,0.29036885227246506
113,-85.0,86,1,0.03299394437021773,0.28046191407930715
114,-66.0,67,1,0.032004126039111194,0.26069743575444865
115,-89.0,90,1,0.031044002257937856,0.2719702313136723
116,-74.0,75,1,0.03011268219019972,0.33700196037689845
117,-91.0,92,1,0.029209301724493725,0.2771389332559446
118,-92.0,93,1,0.028333022672758914,0.2687606825943916
119,-187.0,188,1,0.027483031992576144,0.26563083217974676
120,-76.0,77,1,0.026658541032798858,0.27797898413105443
121,-88.0,89,1,0.02585878480181489,0.2890458487895098
122,-114.0,115,1,0.025083021257760445,0.28764617754065475
123,-67.0,68,1,0.024330530620027633,0.32454419371617194
124,-82.0,83,1,0.023600614701426804,0.2962164214576583
125,-101.0,102,1,0.022892596260384,0.2725148741338475
126,-89.0,90,1,0.02220581837257248,0.28923890938361485
127,-75.0,76,1,0.021539643821395303,0.2682746720843409
128,-62.0,63,1,0.020893454506753444,0.34111883869719883
129,-101.0,102,1,0.02026665087155084,0.3297652442592616
130,-83.0,84,1,0.02,0.26193370665645316
131,-68.0,69,1,0.02,0.30122929239186685
132,-94.0,95,1,0.02,0.2904974523343538
133,-75.0,76,1,0.02,0.2934912066220453
134,-65.0,66,1,0.02,0.2941189365405025
135,-84.0,85,1,0.02,0.28414818868041036
136,-70.0,71,1,0.02,0.2724651872691974
137,-96.0,97,1,0.02,0.29281447720281856
138,-74.0,75,1,0.02,0.31959652562936147
139,-71.0,72,1,0.02,0.3476955058674018
140,-97.0,98,1,0.02,0.3448969080131881
141,-74.0,75,1,0.02,0.3106412221491337
142,-87.0,88,1,0.02,0.33605237110433256
143,-104.0,105,1,0.02,0.3098343720748311
144,-208.0,209,1,0.02,0.34721713135259574
145,-126.0,127,1,0.02,0.3519900494262459
146,-85.0,86,1,0.02,0.3346663808753324
147,-148.0,149,1,0.02,0.30378969223707314
148,-85.0,86,1,0.02,0.3379828571666812
149,-70.0,71,1,0.02,0.3496221947208257
150,-74.0,75,1,0.02,0.3104602172970772
151,-102.0,103,1,0.02,0.33553553528143365
152,-88.0,89,1,0.02,0.30040306539348
153,-108.0,109,1,0.02,0.3501913923462597
154,-83.0,84,1,0.02,0.38806332869543914
155,-69.0,70,1,0.02,0.33970400148204394
156,-62.0,63,1,0.02,0.352514842318164
157,-83.0,84,1,0.02,0.3616376875766686
158,-77.0,78,1,0.02,0.36051431780633253
159,-62.0,63,1,0.02,0.3011321741200629
160,-73.0,74,1,0.02,0.3277924760572008
161,-88.0,89,1,0.02,0.3393138462070669
162,-69.0,70,1,0.02,0.39335954050932614
163,-94.0,95,1,0.02,0.35378667473008757
164,-73.0,74,1,0.02,0.34002227159972126
165,-83.0,84,1,0.02,0.38351570087529363
166,-73.0,74,1,0.02,0.35559247997966975
167,-86.0,87,1,0.02,0.3023652184283596
168,-70.0,71,1,0.02,0.3345050921427532
169,-61.0,62,1,0.02,0.3328137695789337
170,-69.0,70,1,0.02,0.32073065867381434
171,-75.0,76,1,0.02,0.37813929586034073
172,-96.0,97,1,0.02,0.3823615883275406
173,-80.0,81,1,0.02,0.3477384515658573
174,-89.0,90,1,0.02,0.33852983829047945
175,-75.0,76,1,0.02,0.35532861212758643
176,-130.0,131,1,0.02,0.3941785782461858
177,-200.0,201,1,0.02,0.3773716352694663
178,-77.0,78,1,0.02,0.37118170123833877
179,-82.0,83,1,0.02,0.40131816761680394
180,-74.0,75,1,0.02,0.39609142124652863
181,-79.0,80,1,0.02,0.412158296443522
182,-75.0,76,1,0.02,0.3953923666359563
183,-75.0,76,1,0.02,0.38517439826146554
184,-101.0,102,1,0.02,0.3602386622452268
185,-76.0,77,1,0.02,0.3447218007081515
186,-95.0,96,1,0.02,0.4284235807911803
187,-94.0,95,1,0.02,0.4180556370239509
188,-81.0,82,1,0.02,0.44997177282121126
189,-70.0,71,1,0.02,0.38758715126715915
190,-84.0,85,1,0.02,0.44218087213880874
191,-135.0,136,1,0.02,0.38346514872768345
192,-83.0,84,1,0.02,0.43215309367293403
193,-120.0,121,1,0.02,0.4244564593700338
194,-68.0,69,1,0.02,0.3896916947071103
195,-84.0,85,1,0.02,0.40932107848279614
196,-96.0,97,1,0.02,0.42077686845027296
197,-98.0,99,1,0.02,0.37175941015734815
198,-101.0,102,1,0.02,0.45534200133646235
199,-96.0,97,1,0.02,0.4032034235670395
200,-86.0,87,1,0.02,0.4455597589927158
201,-77.0,78,1,0.02,0.42010955426555413
202,-87.0,88,1,0.02,0.44287874473428185
203,-90.0,91,1,0.02,0.39782653732614204
204,-89.0,90,1,0.02,0.40738028089205425
205,-79.0,80,1,0.02,0.44977155020460485
206,-83.0,84,1,0.02,0.4474117240558068
207,-73.0,74,1,0.02,0.396972131588169
208,-118.0,119,1,0.02,0.4440441511007918
209,-96.0,97,1,0.02,0.4254027941485041
210,-71.0,72,1,0.02,0.3871574562249912
211,-71.0,72,1,0.02,0.4244935702946451
212,-95.0,96,1,0.02,0.450806421538194
213,-74.0,75,1,0.02,0.40707234481970467
214,-124.0,125,1,0.02,0.4208416465520859
215,-83.0,84,1,0.02,0.41535247463200775
216,-74.0,75,1,0.02,0.3902905692656835
217,-82.0,83,1,0.02,0.42540345960352793
218,-96.0,97,1,0.02,0.4857789563764002
219,-85.0,86,1,0.02,0.3798564324198767
220,-75.0,76,1,0.02,0.5031165223764745
221,-68.0,69,1,0.02,0.43804071433302283
222,-88.0,89,1,0.02,0.45868037741505696
223,-62.0,63,1,0.02,0.4150571993419102
224,-61.0,62,1,0.02,0.44389809379654543
225,-90.0,91,1,0.02,0.41883096737521036
226,-84.0,85,1,0.02,0.41440728534670435
227,-89.0,90,1,0.02,0.46902100841204325
228,-84.0,85,1,0.02,0.4320826206137152
229,-88.0,89,1,0.02,0.4033514450440246
230,-91.0,92,1,0.02,0.39121422819469287
231,-74.0,75,1,0.02,0.4279785056908925
232,-79.0,80,1,0.02,0.4616282185539603
233,-72.0,73,1,0.02,0.4073784897384578
234,-98.0,99,1,0.02,0.4501533726550112
235,-108.0,109,1,0.02,0.4437307608783792
236,-77.0,78,1,0.02,0.4410262680970706
237,-86.0,87,1,0.02,0.46576076317792653
238,-91.0,92,1,0.02,0.44487806441991223
239,-76.0,77,1,0.02,0.49457749472810075
240,-61.0,62,1,0.02,0.4805276754402345
241,-79.0,80,1,0.02,0.46343704611063
242,-88.0,89,1,0.02,0.4897718010993486
243,-82.0,83,1,0.02,0.44629658848406323
244,-81.0,82,1,0.02,0.4436834534493888
245,-70.0,71,1,0.02,0.4741014840317444
246,-81.0,82,1,0.02,0.45589366845968293
247,-82.0,83,1,0.02,0.4623416224157954
248,-62.0,63,1,0.02,0.4695205239076463
249,-70.0,71,1,0.02,0.46030295356898243
250,-118.0,119,1,0.02,0.45704033044205994
251,-91.0,92,1,0.02,0.4475720128773347
252,-81.0,82,1,0.02,0.48426229161460227
253,-93.0,94,1,0.02,0.464530847808148
254,-94.0,95,1,0.02,0.49174724519252777
255,-116.0,117,1,0.02,0.46712760041412127
256,-74.0,75,1,0.02,0.434224729736646
257,-69.0,70,1,0.02,0.4623806676694325
258,-74.0,75,1,0.02,0.467253649632136
259,-71.0,72,1,0.02,0.41313263008164036
260,-500.0,500,0,0.02,0.46718437695503234
261,-61.0,62,1,0.02,0.4937290287306232
262,-80.0,81,1,0.02,0.46765143930176156
263,-96.0,97,1,0.02,0.48612230248057964
264,-71.0,72,1,0.02,0.4602781370696094
265,-81.0,82,1,0.02,0.49281096476607206
266,-89.0,90,1,0.02,0.49638710104756884
267,-81.0,82,1,0.02,0.45675903576903226
268,-79.0,80,1,0.02,0.48829025588929653
269,-87.0,88,1,0.02,0.4956639329479499
270,-108.0,109,1,0.02,0.466541571764771
271,-85.0,86,1,0.02,0.5036922561567884
272,-63.0,64,1,0.02,0.4936592865269631
273,-96.0,97,1,0.02,0.5182699524250227
274,-71.0,72,1,0.02,0.48094458257158595
275,-84.0,85,1,0.02,0.4829287267783109
276,-86.0,87,1,0.02,0.48844632386476144
277,-130.0,131,1,0.02,0.48181662691458493
278,-63.0,64,1,0.02,0.4836078966036439
279,-81.0,82,1,0.02,0.47747028746256015
280,-70.0,71,1,0.02,0.5109207178925125
281,-70.0,71,1,0.02,0.5177219235141512
282,-69.0,70,1,0.02,0.48836293454681123
283,-63.0,64,1,0.02,0.4791744139511138
284,-63.0,64,1,0.02,0.4823705668095499
285,-74.0,75,1,0.02,0.501748209198316
286,-97.0,98,1,0.02,0.49495102313100076
287,-290.0,291,1,0.02,0.48121897164488986
288,-127.0,128,1,0.02,0.4854957878123969
289,-71.0,72,1,0.02,0.5004860742224587
290,-85.0,86,1,0.02,0.5259668255268142
291,-62.0,63,1,0.02,0.5032414178999643
292,-88.0,89,1,0.02,0.5015666493204203
293,-100.0,101,1,0.02,0.5103915435547876
294,-102.0,103,1,0.02,0.51942650496381
295,-81.0,82,1,0.02,0.4990697121474801
296,-66.0,67,1,0.02,0.5084121903376793
297,-75.0,76,1,0.02,0.5670085812085554
298,-75.0,76,1,0.02,0.5075192969096335
299,-127.0,128,1,0.02,0.5079586172942072
300,-76.0,77,1,0.02,0.5277774105598401
